FID_1,STATE,COUNTY,CITY,LATITUDE,LONGITUD,OBJECTID,ICOUNT,Distance
854,4,27,0,32.66916667,-114.72777778,7128,3,7324.12785410
850,4,27,0,32.61148889,-114.57560000,7143,4,6492.21591429
859,4,15,0,34.93275556,-114.14951667,7626,3,23152.76530171
825,2,150,1340,57.80041944,-152.36913889,20055,3,951.05861182
805,2,122,120,59.72019167,-151.70973333,20067,4,13463.76135539
800,2,201,2595,55.70310556,-132.84946944,20103,3,60761.21792948
807,2,130,1250,55.37741111,-131.72718889,20107,3,2156.41161838
814,2,110,1130,58.46971667,-134.78036944,20172,3,11291.34434387
801,2,240,2630,62.91833056,-141.53896944,20210,3,16779.09103638
828,2,240,0,62.71778056,-141.17954167,20210,3,45028.46113092
822,2,122,1240,60.55260556,-151.26631111,20243,3,1732.02802048
834,2,122,1240,60.56919444,-151.17311944,20243,3,4210.72762346
836,2,122,1815,60.62431389,-151.33553333,20243,3,8857.40325866
843,2,122,2670,61.06942500,-151.14298333,20248,3,41482.90746799
794,2,122,0,60.75774444,-149.24105000,20257,3,11844.83336365
795,2,122,0,60.78796111,-149.21118056,20257,3,13397.18270935
796,2,20,0,60.98570278,-149.50182500,20257,3,20580.78835788
841,2,20,0,60.93047500,-149.35660000,20257,3,15317.43011523
824,2,20,130,61.12052778,-149.74611944,20267,3,6570.79596865
826,2,20,130,61.16561111,-149.85642222,20274,4,1632.13013592
817,2,20,130,61.21525000,-149.80842222,20279,3,2157.31410304
829,2,20,130,61.20238889,-149.73346944,20284,3,2493.88704734
797,2,20,130,61.19870556,-149.89793333,20291,3,1001.06140956
806,2,20,130,61.21951389,-149.89940278,20299,3,138.85039352
833,2,20,130,61.21744722,-149.82514722,20312,3,1927.97616263
819,2,170,2790,61.41103889,-149.92230278,20320,3,7558.45856066
792,2,20,130,61.36284167,-149.54066389,20330,3,252.66088760
816,2,20,130,61.34716389,-149.55568333,20330,3,1980.16397641
837,2,20,130,61.39293889,-149.48929444,20332,4,3285.10609523
820,2,170,292,61.52969167,-149.87719444,20333,3,10303.87953599
835,2,170,292,61.55392500,-149.81403333,20333,3,5857.73038740
840,2,170,292,61.54889167,-149.81873333,20333,3,6312.93488400
809,2,170,2790,61.55806389,-149.60193611,20335,3,4348.40131169
827,2,170,2790,61.62102500,-149.43689444,20336,4,3879.70279287
821,2,170,2823,61.68913889,-149.97114722,20337,3,9299.55785824
798,2,290,1910,64.72963611,-158.11072778,20348,3,173193.05647124
802,2,170,2790,61.57308889,-149.39570556,20378,3,844.40104474
831,2,170,2790,61.54239444,-149.42062778,20378,3,3559.47623369
804,2,170,2000,61.65725556,-149.05242500,20382,3,4841.31717255
812,2,170,0,61.80122222,-147.68410278,20387,3,73064.46542333
799,2,170,0,63.04484444,-149.58091667,20394,3,50070.83363916
838,2,68,950,63.91020833,-149.07777778,20412,3,10681.24639831
793,2,290,1760,64.55123333,-149.09593056,20421,3,746.16109183
818,2,90,2233,64.57047500,-147.04259167,20426,3,2719.05678201
839,2,90,0,64.30063056,-146.49710556,20426,3,37734.16571931
830,2,90,1895,64.76733889,-147.40311389,20435,3,5091.17804678
811,2,90,760,64.77258889,-148.26135556,20436,3,22840.05700533
832,2,90,760,64.81705000,-148.04232778,20436,3,9893.39445781
842,2,90,760,64.84550278,-147.96219444,20436,3,5705.25142594
803,2,90,0,64.85870833,-147.89555556,20443,4,2816.04013991
813,2,90,770,64.83695000,-147.73903333,20456,4,1986.67267233
815,2,90,770,64.85855556,-147.67614167,20459,3,131.14568574
823,2,90,770,64.87056389,-147.67078889,20459,3,1058.08507225
808,2,90,0,64.88480000,-147.62852778,20461,3,650.74359417
810,2,90,810,64.94661667,-147.64883611,20462,3,2283.74948286
849,4,19,530,32.13601111,-110.95622778,21818,4,505.61616245
844,4,19,530,32.18591111,-110.96328611,21886,4,441.47089402
846,4,19,530,32.25045556,-110.85331667,22061,4,442.14782861
852,4,11,0,32.98476944,-109.18194167,22152,3,5916.63373127
853,4,21,70,32.89538889,-111.68696944,22189,4,1760.10637762
855,4,13,370,33.43809444,-112.10828889,22245,4,832.22893977
845,4,13,190,33.28500556,-111.76129722,22423,4,3182.84534535
864,4,13,290,33.38351667,-111.82602500,22433,4,427.08076098
848,4,13,190,33.35718611,-111.75595278,22440,4,4338.16971059
857,4,13,290,33.40421667,-111.82770833,22441,4,646.20967435
862,4,13,290,33.43719444,-111.78786944,22467,3,1593.68318977
866,4,13,370,33.46222778,-112.12500000,22569,4,824.43264260
869,4,13,370,33.48270833,-112.11850000,22579,4,306.32699542
851,4,13,370,33.51969722,-112.04412778,22676,5,1161.42686208
863,4,13,370,33.49510556,-112.01740000,22784,4,1119.92570025
860,4,13,0,33.90247778,-111.45381667,22886,3,17014.78279691
847,4,17,0,34.10504722,-110.15660000,22906,3,17700.84710646
856,4,25,0,34.75368889,-111.67115556,23338,3,9666.59921678
865,4,5,0,34.87750833,-111.63643611,23348,3,11536.25727620
858,4,5,0,35.20193611,-111.47351944,23382,3,3990.87558027
867,4,1,0,36.61570000,-109.57973056,24053,3,34824.99727559
6,1,97,0,30.46146389,-88.29401944,33503,3,4879.75886540
420,1,97,0,30.50511389,-88.33491111,33503,3,3104.29392707
518,1,97,0,30.45088333,-88.27980278,33503,3,6606.97293738
671,1,129,0,31.20825000,-88.43166944,33764,3,11278.18544191
143,1,97,0,31.12499444,-88.10083611,33775,3,23801.23055827
282,1,97,690,31.10414722,-88.23828889,33775,3,16598.39197438
663,1,129,0,31.69420278,-88.41739444,33800,4,12620.58612630
194,1,97,0,30.43184722,-88.25218611,33803,3,5743.36132305
607,1,97,0,30.38796111,-88.15280556,33804,3,4588.11467382
24,1,97,0,30.46113611,-88.25905833,33808,4,5402.89728383
341,1,97,0,30.52396944,-88.26508333,33808,4,3045.40952773
576,1,97,0,30.51171389,-88.28686111,33808,4,4505.25028586
626,1,97,0,30.48363056,-88.21707222,33808,4,3406.48762803
664,1,97,0,30.53969722,-88.23437778,33808,4,3679.22443737
126,1,97,2100,30.54662500,-88.17363889,33816,4,940.34667271
154,1,97,0,30.51655833,-88.17014444,33816,4,4268.50042911
201,1,97,0,30.53785000,-88.18385000,33816,4,2219.42594439
665,1,97,2100,30.57528056,-88.17111667,33820,4,643.49448992
310,1,3,1493,30.23792778,-87.90481389,33843,3,20416.52972214
169,1,3,0,30.40660000,-87.79114722,33852,3,6029.63907563
146,1,3,0,30.61531111,-87.66617778,33856,3,7607.71167496
395,1,3,0,30.60398056,-87.66284167,33856,3,6946.28640549
54,1,3,0,30.56756944,-87.64526111,33857,3,6488.72337197
440,1,3,1493,30.25988889,-87.70095278,33860,3,11305.11772701
448,1,3,2890,30.46980556,-87.70020000,33863,4,7204.49695286
751,1,3,1210,30.37028889,-87.65314722,33863,4,4984.09173683
752,1,3,1210,30.38868333,-87.67481389,33863,4,2159.91377615
753,1,3,1210,30.37028333,-87.65342222,33863,4,4969.05877033
755,1,3,1210,30.38481389,-87.69067778,33863,4,2496.99808853
756,1,3,1210,30.42126389,-87.71288056,33863,4,3232.60909616
559,1,3,0,30.45305833,-87.58143056,33865,4,5354.95636140
729,1,3,1011,30.39445556,-87.59832778,33865,4,5320.97888432
40,1,97,0,30.77587500,-88.18546667,33867,4,4100.65400193
230,1,97,0,30.76691667,-88.25955000,33867,4,3285.41433423
236,1,97,0,30.84041667,-88.30029444,33867,4,11217.69462322
247,1,97,0,30.77866667,-88.28270833,33867,4,5746.46397222
367,1,97,0,30.77658333,-88.27650833,33867,4,5111.97510598
543,1,97,2100,30.85525833,-88.33568889,33867,4,14721.84285581
566,1,97,0,30.75269722,-88.19901389,33867,4,2758.50311865
609,1,97,0,30.81122222,-88.38774444,33867,4,16403.94581541
669,1,97,0,30.75438889,-88.20795278,33867,4,1907.75367096
74,1,97,2100,30.65161944,-88.20765000,33868,4,3901.87063937
572,1,97,2100,30.70339444,-88.21544167,33868,4,2441.26803239
709,1,97,0,30.63982222,-88.27318333,33868,4,6635.61755036
744,1,97,0,30.71730556,-88.22552500,33868,4,3790.62934006
303,1,97,2100,30.67611667,-88.18271667,33869,4,1248.10848905
695,1,97,2100,30.66085556,-88.19067500,33869,4,2615.13089866
786,1,97,2100,30.66139444,-88.15003333,33869,4,2475.44222813
254,1,97,2100,30.62893889,-88.11415000,33874,3,221.79612113
548,1,97,2100,30.63222500,-88.11870833,33874,3,505.71356718
313,1,97,2100,30.64764722,-88.08912500,33877,3,870.26618188
430,1,97,2100,30.62897222,-88.08891667,33877,3,1205.10394192
115,1,97,2100,30.65559167,-88.14048056,33881,4,1775.39151805
2,1,97,2100,30.69163056,-88.08577778,33888,3,1755.95310341
123,1,97,2100,30.69185833,-88.10165556,33888,3,2310.84380173
43,1,97,0,30.76025833,-88.15321944,33889,3,4558.52747493
65,1,97,2100,30.71966667,-88.14390000,33889,3,1613.65144319
124,1,97,2100,30.74037778,-88.17845833,33889,3,2845.72350124
385,1,97,2100,30.74763056,-88.16110000,33889,3,3097.36219951
694,1,97,2100,30.71950000,-88.14044722,33889,3,1943.72357651
120,1,97,2100,30.70381389,-88.12374167,33892,4,397.66297273
362,1,97,2550,30.74355278,-88.10998889,33898,4,372.65566820
302,1,97,2100,30.71139167,-88.07780000,33903,3,2162.53585043
513,1,97,2100,30.71035000,-88.08080556,33903,3,2289.01779599
223,1,97,2100,30.65861111,-88.06202222,33909,3,1656.62196601
734,1,97,2100,30.70328333,-88.07894444,33913,3,1782.77622678
113,1,97,2100,30.68742500,-88.04191389,33919,4,384.13866257
631,1,97,2100,30.73218056,-88.05847222,33920,3,476.36217504
698,1,97,2100,30.73241111,-88.05730000,33920,3,591.16001925
258,1,97,2100,30.69031111,-88.01861944,33930,5,1088.77560353
96,1,3,860,30.67776944,-87.98653611,33935,4,185.37536737
337,1,97,0,30.93590833,-88.21054722,33949,4,15868.82763958
477,1,97,0,30.87180278,-88.19700833,33949,4,8856.76791075
621,1,97,0,30.80793333,-88.15122778,33949,4,586.11244653
656,1,97,0,30.78319444,-88.09926389,33951,4,2171.89279947
75,1,97,2713,30.79537778,-88.07703889,33955,3,456.20340169
623,1,97,0,30.87079167,-88.05496944,33958,4,1229.76198568
648,1,97,0,31.00190278,-88.13016667,33958,4,16090.84236829
319,1,3,0,30.82318889,-87.69802222,33983,3,10132.42650247
601,1,3,0,30.83466111,-87.88370556,33983,3,10857.40930937
627,1,3,0,30.86990556,-87.65681111,33983,3,11995.25086628
645,1,3,0,30.86934444,-87.80788333,33983,3,2668.37014807
486,1,3,0,30.94493889,-87.87170000,33989,4,1462.11275137
178,1,3,0,30.57781667,-87.44945556,34025,3,6050.42315635
164,1,97,0,31.03080833,-88.02403889,34187,3,16335.03421012
390,1,129,0,31.15878056,-88.01407778,34187,3,23566.64953997
517,1,129,0,31.19111111,-88.00794444,34187,3,26130.21832122
754,1,97,2175,31.08654444,-88.01591111,34187,3,18206.43736045
32,1,53,0,31.00506667,-87.58129167,34191,4,8592.67536955
582,1,53,180,31.02433056,-87.47967500,34191,4,1337.91496448
102,1,3,0,31.11272222,-87.63730556,34198,4,15519.06162232
264,1,25,1760,31.52654167,-87.92710278,34209,4,2315.32000602
369,1,25,1760,31.50936389,-87.88125833,34209,4,2870.22557090
439,1,25,1760,31.55502500,-87.93768056,34209,4,4501.76685082
241,1,25,0,31.55399167,-87.80881667,34210,3,7479.27362177
527,1,25,0,31.46797500,-87.81882778,34210,3,10201.20769247
684,1,129,0,31.65531667,-88.14897500,34213,3,12726.48942231
525,1,25,0,31.67723333,-87.94298056,34214,3,12770.95675357
94,1,25,0,31.63695833,-87.67197222,34217,4,11919.63264078
182,1,25,0,31.68071111,-87.78370278,34217,4,1859.05107120
17,1,99,0,31.50969444,-87.48523611,34220,3,7963.81927990
233,1,25,0,31.58405556,-87.59298611,34220,3,20331.68233703
657,1,99,0,31.49970556,-87.39395556,34220,3,744.74000916
299,1,53,0,31.00204722,-87.30115000,34227,3,3507.18538530
686,1,53,1180,31.02001389,-87.25201111,34229,3,31.23065074
452,1,53,470,31.15885833,-87.06272500,34234,4,6094.67850217
586,1,53,0,31.13824722,-87.33886111,34240,3,7802.87562752
147,1,35,0,31.28849444,-87.18938889,34246,4,1994.64467022
632,1,53,0,31.24700833,-87.24502222,34246,4,5018.87758528
731,1,53,0,31.14956944,-86.89581389,34255,3,9035.58117146
238,1,99,0,31.45809167,-87.36401667,34259,4,2233.91148792
37,1,35,0,31.42496389,-87.13844722,34261,3,9615.20036876
370,1,99,0,31.71916944,-87.41407222,34268,3,22728.35525980
67,1,35,1080,31.41861111,-87.00978889,34273,4,375.87296453
419,1,35,0,31.41896667,-87.00242778,34273,4,323.12800474
596,1,35,1080,31.42163333,-87.06139444,34273,4,5270.90062225
1,1,35,1080,31.43044722,-86.95669444,34278,3,463.15399787
437,1,35,0,31.47122778,-86.95376667,34282,4,1868.60757498
435,1,35,0,31.32407500,-86.78692222,34288,3,10284.92737245
281,1,13,0,31.62696667,-86.79961944,34296,3,3510.52768642
155,1,23,1910,32.16983056,-88.29301389,44142,4,11175.32059518
185,1,23,0,32.23379444,-88.34761944,44142,4,19952.49438529
225,1,23,520,32.09066111,-88.20202778,44142,4,1812.25998432
324,1,23,0,32.00541389,-88.36643333,44142,4,16568.11237084
653,1,23,0,32.17547500,-88.30638889,44142,4,12449.48753943
453,1,119,0,32.45003611,-88.40076944,44228,3,904.48513884
322,1,119,0,32.48383611,-88.35014167,44231,4,4724.28278616
366,1,119,3320,32.52537500,-88.29492778,44235,4,521.74287817
11,1,91,0,31.99410000,-87.86773056,44359,4,10093.71477113
321,1,91,0,32.08775000,-87.78103611,44359,4,3777.16767843
479,1,91,0,32.00385556,-87.90980833,44359,4,12798.33633702
304,1,25,0,31.96305000,-87.74321111,44361,3,2323.52329172
330,1,99,0,31.79353333,-87.40526944,44365,3,19878.21408896
588,1,131,0,31.90198056,-87.37917500,44365,3,7868.64699640
161,1,119,0,32.45319722,-88.15328889,44378,3,8946.57480779
464,1,63,0,32.61306389,-87.83316111,44384,3,12237.72391466
492,1,91,900,32.49189444,-87.85730000,44384,3,2177.94612833
306,1,91,900,32.49633333,-87.81234722,44385,3,991.45219206
506,1,91,0,32.47033333,-87.71039167,44389,3,4408.38058174
140,1,47,0,32.24699722,-87.40649722,44394,3,5576.25071691
389,1,47,0,32.29256667,-87.34488611,44394,3,2559.90671359
603,1,99,0,31.71393056,-87.26637778,44401,3,13246.27924345
35,1,131,540,32.00395556,-87.31188056,44408,4,842.34723742
787,1,131,540,32.00123333,-87.31525833,44408,4,1277.28075884
156,1,131,0,31.88664167,-87.09350556,44413,4,4044.56077928
270,1,13,0,31.80071389,-86.67157222,44422,4,2610.81779093
116,1,13,1460,31.84843333,-86.64022500,44429,3,7.32851684
165,1,47,0,32.35648333,-86.98151111,44445,4,2573.63590546
14,1,47,0,32.58800833,-86.92938056,44448,3,19008.48524068
177,1,47,0,32.45051667,-87.01373611,44448,3,2143.05539055
399,1,47,0,32.58168056,-86.91653333,44448,3,18887.76583746
450,1,47,2760,32.43073333,-87.00926389,44448,3,118.62375902
70,1,85,3271,32.32568056,-86.73812222,44458,3,13862.16175764
301,1,85,0,32.27975000,-86.76372222,44458,3,14666.95867513
394,1,85,0,32.26660556,-86.60751111,44458,3,51.23035177
396,1,1,0,32.39738333,-86.67029444,44458,3,15717.61802041
29,1,85,2147,32.17258889,-86.67206944,44459,4,8659.68093440
76,1,63,0,32.77789444,-88.05328611,44468,4,15726.66148926
167,1,63,0,32.74766111,-88.08644722,44468,4,20271.46690755
260,1,63,0,32.91074444,-87.87471944,44468,4,6560.40131571
655,1,63,0,32.80738611,-88.01677500,44468,4,11010.95070553
202,1,65,0,32.80130000,-87.54217500,44476,3,11935.92506429
320,1,65,0,32.84002222,-87.60839167,44476,3,15210.04901211
84,1,65,0,32.69951667,-87.55096667,44477,3,4171.51016412
42,1,105,0,32.58449167,-87.34401111,44480,3,4285.36667869
788,1,105,2020,32.63722500,-87.30275000,44481,4,759.95836453
598,1,65,0,32.95533889,-87.61636389,44487,4,16428.05755760
397,1,107,0,33.19778056,-87.94020000,44494,3,12859.24971325
415,1,125,0,33.27804167,-87.81771111,44494,3,6622.52889554
546,1,125,0,33.28219444,-87.81182778,44494,3,6955.25536692
661,1,125,0,33.28138333,-87.80204722,44494,3,7842.57601805
98,1,125,0,33.13769444,-87.64694167,44503,4,9452.72582787
149,1,125,0,33.16298056,-87.62550556,44503,4,6790.74108933
166,1,125,3050,33.16962222,-87.55240278,44503,4,65.15002175
263,1,125,0,33.10281389,-87.66319444,44506,3,12580.64601657
12,1,125,0,33.06655000,-87.53685278,44508,3,9016.15321250
206,1,125,3050,33.14598333,-87.52190833,44508,3,78.65226227
585,1,125,3050,33.17557222,-87.50674722,44513,4,1729.16566921
404,1,125,3050,33.20279167,-87.56701389,44518,4,333.45972707
482,1,125,3050,33.19265000,-87.61784444,44518,4,4782.51260879
312,1,125,3050,33.20617222,-87.51211389,44521,4,1599.89004909
567,1,125,3050,33.20611389,-87.52444167,44521,4,998.03996929
451,1,125,0,33.22558611,-87.69746944,44523,3,3460.67773151
736,1,125,2260,33.26446389,-87.57211667,44529,3,2833.17874588
660,1,125,2260,33.23924167,-87.59511111,44531,3,219.17876438
400,1,125,0,33.26461667,-87.54355278,44533,4,4178.20131887
519,1,125,0,33.26421111,-87.55228333,44533,4,3594.90120858
571,1,125,2260,33.23607500,-87.55284167,44533,4,2215.80496169
250,1,125,3050,33.27000833,-87.49306667,44538,3,6709.08274110
331,1,125,3050,33.25587778,-87.53048056,44538,3,4190.35979225
583,1,125,3050,33.20855833,-87.54060556,44538,3,1464.14424585
584,1,125,3050,33.22930000,-87.51007222,44538,3,2220.23342085
454,1,7,0,32.97101667,-87.28232500,44544,3,7130.58668801
308,1,7,620,32.98462778,-87.16138611,44545,4,3674.68005659
503,1,125,3050,33.17340833,-87.45453056,44555,3,668.25647450
73,1,125,718,33.17044167,-87.37550278,44561,3,2643.28216626
524,1,125,0,33.12035556,-87.32585833,44561,3,9422.45465818
235,1,7,0,33.21602222,-87.13181111,44568,3,3129.96598027
488,1,7,3306,33.19149167,-87.14641944,44568,3,3240.47943697
144,1,125,0,33.25655278,-87.16114444,44573,3,2565.92934982
606,1,21,0,32.71188333,-86.82762222,44583,4,7744.86916148
542,1,1,2540,32.43108889,-86.46984722,44589,4,872.87355586
262,1,51,0,32.60828611,-86.39316389,44593,4,8876.89815157
402,1,1,0,32.54376667,-86.44945833,44593,4,1037.21181308
5,1,21,0,32.78581389,-86.57450833,44603,4,1882.53397917
494,1,21,0,32.72578056,-86.46734167,44610,3,1847.51493830
557,1,7,0,32.90713611,-87.12121667,44617,3,3850.26609257
160,1,7,0,33.06022778,-87.03201667,44620,3,10810.84195318
354,1,7,0,33.09329444,-87.13796944,44620,3,7104.54994756
427,1,117,0,33.17338889,-86.97919444,44624,3,13841.56044004
676,1,117,47,33.21522222,-86.79996944,44626,4,1864.86778937
208,1,21,0,32.98491389,-86.65766944,44629,3,8507.44817836
130,1,21,0,32.80230833,-86.66976944,44632,3,5533.28590444
71,1,21,700,32.87381944,-86.65406111,44636,4,3201.58371459
135,1,21,0,32.93394722,-86.66026389,44639,3,5409.46435417
473,1,21,0,32.90588056,-86.61250278,44639,3,513.15535735
581,1,117,530,33.09259722,-86.72231111,44651,4,1965.99355672
716,1,117,530,33.13842500,-86.68945000,44655,4,5627.89336095
158,1,117,0,33.14306389,-86.53433333,44660,3,7735.02812286
387,1,117,0,33.22537778,-86.57007222,44660,3,4264.06922827
493,1,117,770,33.16538889,-86.62960000,44660,3,4524.78670632
649,1,117,0,33.23840000,-86.57921667,44660,3,5305.07097652
189,1,107,0,33.46704167,-88.18523889,44789,3,9128.47011050
347,1,75,0,33.56072500,-87.94857778,44796,3,5838.88574817
357,1,75,0,33.66603333,-88.03896667,44796,3,10544.84156582
210,1,75,0,34.02061389,-88.18481944,44844,4,14168.79794735
508,1,93,0,34.09817778,-88.01704167,45029,4,3625.55455000
79,1,33,0,34.73163333,-87.86328889,45084,4,14481.54673431
363,1,33,0,34.64682500,-87.88940000,45084,4,17383.09057271
355,1,125,0,33.28326944,-87.65174722,45087,4,2671.27788012
668,1,125,0,33.30002222,-87.62766111,45087,4,386.27950104
296,1,127,0,33.69463889,-87.12620556,45099,3,14255.46084915
761,1,73,0,33.61158056,-87.13497222,45099,3,5401.73816278
131,1,57,0,33.83497500,-87.58827222,45104,4,7899.05882448
196,1,93,0,33.96101667,-87.67146667,45119,3,4475.76447658
15,1,127,0,33.69823889,-87.25543611,45129,3,12863.54634279
163,1,127,0,33.68271944,-87.24535000,45129,3,13910.14848290
422,1,127,2400,33.69791667,-87.29346944,45129,3,9363.05337552
620,1,127,0,33.68892500,-87.24669722,45129,3,13713.34938585
273,1,127,0,33.95811667,-87.33775278,45131,3,13067.49844331
327,1,127,0,33.86375278,-87.40511389,45131,3,2212.94102780
619,1,127,0,33.87038889,-87.44029167,45131,3,1102.20133170
30,1,127,0,33.77533611,-87.46370278,45132,3,6672.64287006
132,1,127,0,33.87958056,-87.34879167,45141,4,6721.10182946
466,1,127,1780,33.85066944,-87.29588889,45141,4,936.52470599
41,1,127,0,33.87975833,-87.16157778,45142,4,8010.54401785
82,1,127,1780,33.87740278,-87.24970000,45142,4,4389.18703205
138,1,127,1780,33.84114167,-87.23746944,45142,4,307.74738182
183,1,127,0,33.86780000,-87.16696667,45142,4,6912.41702625
195,1,127,0,33.82011111,-87.15377222,45142,4,7734.75810223
243,1,127,1780,33.84413056,-87.25046667,45142,4,1547.11668612
244,1,127,0,33.85740833,-87.22702500,45142,4,2034.72316829
436,1,127,0,33.80626944,-87.13938056,45142,4,9513.41204772
599,1,127,0,33.80655556,-87.13799722,45142,4,9617.57710065
679,1,127,0,33.82122778,-87.07079444,45142,4,15175.46622862
733,1,127,1780,33.84054167,-87.23574722,45142,4,136.52215093
382,1,73,0,33.34483333,-87.13080833,45149,3,9205.78659191
446,1,73,0,33.38426111,-87.14355556,45149,3,11522.62983826
778,1,73,330,33.35333056,-87.01489444,45150,3,1649.91451493
69,1,73,330,33.41061389,-86.97054167,45159,4,1150.71449219
211,1,73,330,33.42148333,-86.94885278,45159,4,2744.27813106
536,1,73,330,33.40841111,-86.93985556,45159,4,2509.42178677
537,1,73,330,33.40487222,-86.96042778,45159,4,629.72149692
719,1,73,330,33.41167500,-86.94119167,45159,4,2539.33743828
723,1,73,330,33.42799444,-86.95376111,45159,4,3188.11841257
119,1,73,1716,33.40667500,-86.88198333,45160,4,5939.15346327
532,1,73,330,33.38046111,-86.93260556,45160,4,560.41841937
110,1,73,0,33.32699722,-86.90885000,45166,3,1628.96974795
173,1,73,9997,33.27704167,-86.94737222,45166,3,7425.23860320
212,1,73,330,33.33832778,-86.92355000,45166,3,464.13394838
580,1,73,330,33.33791389,-86.92384444,45166,3,501.40449975
674,1,117,1630,33.26899444,-86.92170278,45166,3,7836.34487640
122,1,73,1716,33.35084167,-86.83755000,45170,4,1441.60269508
616,1,73,330,33.36078611,-86.88400278,45170,4,3046.79940379
748,1,73,1716,33.38658056,-86.86739444,45170,4,3642.75254253
4,1,117,0,33.30974167,-86.78722222,45174,3,2583.44344027
78,1,117,2405,33.31984167,-86.78858056,45174,3,1453.11367054
55,1,117,0,33.36529167,-86.71638056,45178,3,6704.06100618
670,1,117,2405,33.29548611,-86.75025833,45178,3,5361.22770144
81,1,73,1716,33.37401111,-86.82911389,45185,3,2382.02069123
593,1,73,1716,33.36504167,-86.82403889,45185,3,2314.18414786
687,1,73,1716,33.37902778,-86.78147778,45187,4,1684.52573960
730,1,73,1716,33.40312500,-86.78499722,45187,4,1037.47782198
109,1,73,0,33.51680000,-87.04959167,45198,4,4670.81484194
213,1,73,0,33.55668611,-86.97293333,45198,4,4066.15372956
317,1,73,2903,33.51738889,-87.01358611,45198,4,1708.35832717
88,1,73,0,33.54068056,-87.08343056,45201,3,3042.63980963
443,1,73,3125,33.43879167,-86.80789167,45213,4,1298.46130346
541,1,73,3125,33.44275278,-86.80923333,45213,4,921.59385399
215,1,73,350,33.44867500,-86.87883611,45217,3,5325.24980031
775,1,73,350,33.48418889,-86.82483889,45217,3,2282.97624292
99,1,73,1110,33.47755833,-86.92650556,45221,3,5227.81000467
118,1,73,350,33.45003056,-86.89966111,45221,3,6622.09051102
380,1,73,350,33.51367778,-86.87237222,45221,3,1199.81571101
531,1,73,350,33.52538611,-86.88229167,45221,3,1971.96166927
533,1,73,350,33.47543333,-86.87448611,45221,3,3697.59001305
762,1,73,1110,33.49722222,-86.90640000,45221,3,2441.17025447
766,1,73,350,33.51118333,-86.88184722,45221,3,404.04923618
774,1,73,350,33.49910556,-86.89756389,45221,3,1638.51985450
777,1,73,350,33.49384444,-86.86896389,45221,3,2034.65690801
288,1,73,350,33.51090000,-86.81569167,45227,3,398.46679804
535,1,73,350,33.50361944,-86.82904444,45227,3,1098.67498468
285,1,73,3125,33.44918333,-86.78948889,45230,4,2418.44136029
776,1,73,2170,33.49125000,-86.77903056,45232,3,1072.61534176
771,1,73,0,33.47429167,-86.76769167,45237,3,45.56711950
376,1,73,3125,33.45019167,-86.74106389,45241,4,1300.97588971
287,1,73,350,33.53219167,-86.84500833,45243,3,614.60919777
434,1,73,350,33.53365278,-86.84196667,45243,3,934.21455686
720,1,73,0,33.56363056,-86.89470278,45243,3,5446.78932591
80,1,73,350,33.52010000,-86.85557222,45245,3,596.87698624
534,1,73,350,33.52049444,-86.85473333,45245,3,514.66008867
763,1,73,350,33.52180000,-86.82723611,45249,4,57.12900447
768,1,73,350,33.52092222,-86.82055278,45255,3,475.16909000
767,1,73,350,33.56178889,-86.84193611,45274,4,1727.31080440
779,1,73,1270,33.60840833,-86.79695833,45281,3,2636.49972499
758,1,73,350,33.55507222,-86.77879444,45284,3,484.84746425
782,1,73,350,33.54657222,-86.78273333,45287,3,283.42450253
611,1,73,350,33.54765278,-86.74903333,45296,3,16.74802023
718,1,73,350,33.57021667,-86.71945000,45306,4,648.52362818
765,1,73,350,33.57000278,-86.71964722,45306,4,619.72754506
412,1,117,2405,33.31337500,-86.69210000,45310,3,6308.70963610
229,1,117,3280,33.23437222,-86.49279167,45313,3,842.03539186
433,1,121,680,33.25061667,-86.34064167,45318,3,3408.52212034
615,1,121,680,33.26916667,-86.37423333,45318,3,1674.70033174
555,1,117,0,33.42095278,-86.48850000,45319,3,7929.55749128
636,1,117,3265,33.35053056,-86.53572222,45319,3,6005.93513021
275,1,121,0,33.38188611,-86.32822778,45325,3,7508.69913409
411,1,121,0,33.41452222,-86.29620278,45325,3,10701.06397295
504,1,117,0,33.46552222,-86.46697500,45325,3,9864.54170521
725,1,73,350,33.53063611,-86.72131111,45336,3,1082.15998789
764,1,73,350,33.51518889,-86.73107500,45336,3,2630.18175335
770,1,73,350,33.54263056,-86.72226111,45337,3,1759.40318753
34,1,73,1750,33.53526944,-86.69771944,45340,3,41.46750220
242,1,73,0,33.54413056,-86.67686111,45341,3,2091.80357448
722,1,73,350,33.59095278,-86.71541944,45346,4,1724.12097998
772,1,73,0,33.62018611,-86.68489167,45346,4,3743.52995208
707,1,73,0,33.54605833,-86.65881944,45352,4,1549.85285950
209,1,73,1850,33.54828056,-86.58213056,45364,4,997.15139342
685,1,117,0,33.49566944,-86.44859444,45371,3,9372.06969147
111,1,115,2136,33.55803056,-86.50056944,45375,4,2094.44838630
253,1,115,1850,33.55808889,-86.52458889,45375,4,944.24168748
255,1,73,3080,33.60532778,-86.55173056,45375,4,5217.89740663
381,1,73,3080,33.59988333,-86.56943333,45375,4,5842.60316879
97,1,115,2136,33.58479167,-86.50296111,45383,3,2591.25248347
307,1,115,2136,33.60022500,-86.48161667,45383,3,2526.29508076
