STATE,COUNTY,LATITUDE,LONGITUDE
1,115,33.53780278,-86.3198
1,3,30.63305556,-87.64221944
1,69,31.13435,-85.12185556
1,73,33.60219444,-86.80754167
1,119,32.9043,-88.29932222
1,49,34.33470833,-86.04853333
1,81,32.56536111,-85.35652778
1,59,34.32786111,-87.91667778
1,113,32.50181111,-85.01055556
1,17,32.95144167,-85.40323056
1,97,30.68635833,-88.0537
1,103,34.41350556,-86.95206944
1,73,33.50821667,-86.88253611
1,23,32.20405833,-88.34763056
1,25,31.54205556,-87.90826111
1,43,34.06988056,-86.72690833
1,129,31.51315556,-87.94919167
1,83,34.84570278,-86.92974167
1,73,33.27662222,-87.06813611
1,89,34.99194167,-86.72171667
1,129,31.28151667,-88.10195
1,81,32.60600278,-85.42606667
1,49,34.48301667,-85.81993056
1,95,34.51025833,-86.26597222
1,85,32.26954444,-86.53620278
1,69,31.18366111,-85.44759722
1,127,33.82633056,-87.23358611
1,69,31.28711944,-85.22169444
1,133,34.16142778,-87.60866667
1,55,34.12920556,-85.94195833
1,73,33.4339,-86.87487222
1,1,32.57567222,-86.47346944
1,9,33.88280833,-86.82507778
1,19,34.28784722,-85.579725
1,73,33.53275278,-86.79876111
1,125,33.24883333,-87.13699722
1,89,34.77111111,-86.58595278
1,97,30.77496111,-88.13967778
1,97,30.53783056,-88.24001667
1,73,33.64226944,-86.61559444
1,73,33.53492222,-86.79626111
1,127,33.80142778,-87.11705
1,81,32.57240833,-85.49727778
1,121,33.37855278,-86.32763056
1,15,33.78971111,-85.66020278
1,13,31.84663333,-86.61748056
1,105,32.54283889,-87.18294444
1,47,32.43423056,-86.91844722
1,107,33.48773611,-88.26932222
1,71,34.68074444,-86.330225
1,91,32.02195,-87.77286944
1,127,33.83256667,-87.16841667
1,57,33.69758611,-87.83929722
1,73,33.54474444,-86.64312778
1,81,32.60822222,-85.44769444
1,63,33.02915278,-88.05749167
1,3,30.68494444,-87.99961667
1,117,33.15730833,-86.73006944
1,89,34.629625,-86.54069444
1,3,30.29031667,-87.60251111
1,83,34.85585,-86.80148333
1,89,34.74681111,-86.60001111
1,113,32.49615556,-85.02137222
1,119,32.55308333,-88.19956667
1,31,31.53887222,-85.98714444
1,19,34.23214444,-85.56707222
1,5,32.02662778,-85.33788333
1,33,34.72441389,-87.82056944
1,73,33.54303889,-86.87374444
1,37,33.09781389,-86.112525
1,53,31.143975,-87.20634167
1,121,33.58533333,-85.89609444
1,115,33.82764167,-86.33789444
1,63,32.77715,-87.98543333
1,115,33.702325,-86.52413056
1,7,33.03491111,-87.14003333
1,17,32.88495,-85.20395833
1,103,34.54337778,-86.86833333
1,85,31.98596389,-86.52912222
1,83,34.73195556,-86.99146389
1,37,32.94988333,-86.44088611
1,125,33.13782222,-87.81695
1,15,33.71256667,-85.87109167
1,95,34.30071389,-86.15010278
1,1,32.48961667,-86.54410833
1,97,30.561275,-88.20363611
1,83,34.72716944,-86.79657222
1,113,32.44251667,-85.02043889
1,89,34.78751389,-86.59190833
1,97,30.53882222,-88.159625
1,75,33.74355278,-88.00060556
1,127,33.82945278,-87.03330833
1,97,30.57316389,-88.18266667
1,9,33.92271111,-86.80909722
1,127,33.923875,-87.59775
1,89,34.87223333,-86.60700833
1,55,34.00933889,-85.96704444
1,101,32.32752222,-86.336825
1,89,34.66245833,-86.78698889
1,7,33.01572778,-87.29838611
1,125,33.54795556,-87.63315833
1,89,34.83434444,-86.52056389
1,91,32.0535,-87.79555
1,15,33.86644444,-85.77217778
1,93,34.02463333,-87.93974167
1,89,34.75853611,-86.47441944
1,53,31.02026667,-87.207325
1,89,34.85989167,-86.77347778
1,75,33.91361944,-88.08046944
1,15,33.61585278,-85.76638611
1,113,32.22805833,-85.00280556
1,65,32.52496667,-87.76746111
1,87,32.5104,-85.59481111
1,121,33.50292222,-86.12858889
1,127,33.69487222,-87.08055833
1,73,33.45961944,-86.81124722
1,21,32.91950833,-86.80058056
1,37,32.955375,-86.32190278
1,1,32.51710556,-86.59801389
1,29,33.53929167,-85.38425
1,109,31.93918889,-86.1071
1,101,32.30478611,-86.33850278
1,51,32.678525,-86.30746667
1,109,31.79753889,-85.90285556
1,47,32.30535,-86.98339444
1,59,34.57440278,-87.95958889
1,97,30.71123056,-88.26419722
1,113,32.45480833,-85.00857222
1,47,32.46475278,-87.09263056
1,55,34.03878611,-85.97469167
1,5,31.76821667,-85.19078611
1,55,34.19988333,-85.91663889
1,53,31.09086389,-87.52505
1,81,32.62668611,-85.37135278
1,117,33.16484444,-86.891825
1,69,31.272525,-85.23684167
1,101,32.38144722,-86.37906667
1,97,30.48738889,-88.310225
1,49,34.35396111,-85.93158889
1,123,32.96531389,-86.007275
1,97,30.51373056,-88.28320556
1,79,34.48024167,-87.292525
1,129,31.25698611,-88.35655556
1,47,32.42081389,-87.12359722
