STATE,COUNTY,LATITUDE,LONGITUDE
1,5,31.93380833,-85.13751944
1,73,33.54500833,-86.65259444
1,97,30.70789444,-88.17341667
1,15,33.67650278,-85.84126667
1,71,34.78365556,-85.88662778
1,101,32.32708889,-86.24123056
1,9,33.96973611,-86.49295833
1,97,30.69777500,-88.10622500
1,71,34.88033889,-85.85936667
1,127,33.69312778,-87.12245000
1,83,34.79766389,-86.98327778
1,89,34.58037778,-86.43711389
1,79,34.52971667,-87.19844444
1,7,33.09127222,-87.05174722
1,89,34.69465278,-86.70711944
1,45,31.43933611,-85.64306667
1,115,33.77892500,-86.42184722
1,77,34.95936667,-87.73246111
1,85,32.17369722,-86.49901389
1,127,33.92328611,-87.62214167
1,113,32.29405556,-85.00741667
1,65,32.56312222,-87.60552222
1,129,31.60381389,-88.14012500
1,123,32.69619444,-85.78767778
1,55,33.97150000,-85.76480278
1,101,32.38362222,-86.32224167
1,77,34.84573333,-87.37903056
1,97,30.58892500,-88.20487778
1,97,30.92023889,-88.19949722
1,97,30.96880556,-88.13633611
1,103,34.55935833,-86.60732778
1,15,33.88610000,-85.73808889
1,51,32.65684722,-86.16439722
1,81,32.69008056,-85.31914722
1,125,33.33995833,-87.32289722
1,61,30.99847778,-86.13230833
1,1,32.48224444,-86.43003333
1,61,31.06396389,-85.52200833
1,43,34.28533889,-86.58630833
1,71,34.65951389,-86.00728611
1,59,34.40106667,-87.75263056
1,89,34.77855556,-86.61659444
1,47,32.43302500,-87.04915833
1,97,30.67595556,-88.17791111
1,73,33.34139167,-86.90065278
1,95,34.36302778,-86.42168611
1,41,31.91059722,-86.24069167
1,73,33.48348333,-86.82628056
1,73,33.48848611,-86.81599167
1,73,33.50008333,-86.85237500
1,117,33.32151667,-86.61775833
1,131,31.95354722,-87.18656667
1,115,33.75290833,-86.27563611
1,73,33.77142500,-86.82873889
1,77,34.81912222,-87.75011944
1,119,32.48189167,-88.35272778
1,79,34.43050556,-87.22849444
1,37,33.03529167,-86.05468611
1,3,30.60391389,-87.89830000
1,85,32.14350556,-86.60701667
1,5,31.79581667,-85.25596667
1,97,30.39183056,-88.10945000
1,3,30.83516389,-87.88230000
1,115,33.63916944,-86.37416944
1,83,34.95525556,-86.78977222
1,67,31.52232500,-85.26761667
1,71,34.89818889,-85.77724722
1,71,34.81335278,-85.73111389
1,81,32.71113333,-85.17842778
1,89,34.78685000,-86.51860000
1,119,32.65822778,-88.16608889
1,57,33.63981944,-87.65742222
1,35,31.40135833,-86.87833889
1,133,34.11912500,-87.60712500
1,89,34.75103611,-86.63567222
