STATE,COUNTY,LATITUDE,LONGITUDE
1.0000,3.0000,30.24912500,-87.76676111
1.0000,3.0000,30.25431667,-87.68889444
1.0000,3.0000,30.27934167,-87.66554444
1.0000,3.0000,30.27942222,-87.66151944
1.0000,3.0000,30.31558056,-87.64513056
1.0000,3.0000,30.32768056,-87.64971667
1.0000,97.0000,30.33488611,-88.11819444
1.0000,97.0000,30.33488611,-88.11819444
1.0000,3.0000,30.35806944,-87.50917222
1.0000,3.0000,30.37046389,-87.65031944
1.0000,3.0000,30.38473056,-87.76788889
1.0000,3.0000,30.39191389,-87.75943333
1.0000,3.0000,30.40664444,-87.73703611
1.0000,3.0000,30.40686667,-87.63750833
1.0000,3.0000,30.41165556,-87.68377222
1.0000,97.0000,30.41900278,-88.10673611
1.0000,3.0000,30.41969722,-87.83972222
1.0000,97.0000,30.42849444,-88.24572222
1.0000,3.0000,30.44980556,-87.76900000
1.0000,3.0000,30.45439444,-87.78399444
1.0000,97.0000,30.47255000,-88.34161111
1.0000,3.0000,30.47256111,-87.75083889
1.0000,3.0000,30.47300556,-87.54951944
1.0000,3.0000,30.47743889,-87.79311667
1.0000,97.0000,30.48950000,-88.23730556
1.0000,97.0000,30.49958611,-88.31994167
1.0000,97.0000,30.50191389,-88.15761389
1.0000,97.0000,30.50350556,-88.25404167
1.0000,97.0000,30.50651944,-88.24263611
1.0000,3.0000,30.52364167,-87.88333889
1.0000,3.0000,30.52371667,-87.91040000
1.0000,97.0000,30.52540278,-88.20225556
1.0000,97.0000,30.52958611,-88.25548056
1.0000,97.0000,30.53175000,-88.20288889
1.0000,97.0000,30.53558056,-88.24341667
1.0000,3.0000,30.53623333,-87.88615278
1.0000,97.0000,30.54372222,-88.25925278
1.0000,97.0000,30.54502222,-88.40220833
1.0000,3.0000,30.54550000,-87.86916389
1.0000,97.0000,30.55295000,-88.23616944
1.0000,97.0000,30.55319444,-88.22844444
1.0000,97.0000,30.55348056,-88.23580278
1.0000,97.0000,30.55850000,-88.21486111
1.0000,97.0000,30.55876667,-88.20394444
1.0000,97.0000,30.55941667,-88.11686111
1.0000,3.0000,30.56909722,-87.85223056
1.0000,97.0000,30.57469444,-88.18872222
1.0000,97.0000,30.59319167,-88.15596667
1.0000,97.0000,30.59598611,-88.16798889
1.0000,97.0000,30.60015000,-88.10321389
1.0000,3.0000,30.60334444,-87.75074722
1.0000,3.0000,30.60790833,-87.90272222
1.0000,3.0000,30.61842778,-87.71672778
1.0000,3.0000,30.61852778,-87.90515833
1.0000,97.0000,30.62041667,-88.07923611
1.0000,97.0000,30.62682500,-88.12174167
1.0000,97.0000,30.64048889,-88.08893333
1.0000,97.0000,30.64148056,-88.10371667
1.0000,97.0000,30.64577778,-88.34338889
1.0000,97.0000,30.64695556,-88.23282778
1.0000,97.0000,30.65250000,-88.14600556
1.0000,3.0000,30.66283333,-87.84152778
1.0000,97.0000,30.66494444,-88.15257500
1.0000,97.0000,30.67373611,-88.14857500
1.0000,3.0000,30.67503056,-87.85223333
1.0000,97.0000,30.67598333,-88.14858611
1.0000,97.0000,30.67772778,-88.19073611
1.0000,97.0000,30.68545278,-88.13623889
1.0000,97.0000,30.68620556,-88.09114167
1.0000,97.0000,30.68734167,-88.21283889
1.0000,97.0000,30.68821389,-88.20756111
1.0000,97.0000,30.69237222,-88.14983056
1.0000,97.0000,30.69266944,-88.15408889
1.0000,97.0000,30.69330556,-88.03006111
1.0000,97.0000,30.69546111,-88.06268056
1.0000,97.0000,30.69658056,-88.05448056
1.0000,97.0000,30.69961667,-88.04673889
1.0000,97.0000,30.70524444,-88.12296667
1.0000,97.0000,30.70555833,-88.21500000
1.0000,97.0000,30.71912500,-88.20759722
1.0000,97.0000,30.72245000,-88.10008889
1.0000,97.0000,30.72827222,-88.12006389
1.0000,97.0000,30.73457778,-88.06550556
1.0000,97.0000,30.73736389,-88.10477778
1.0000,97.0000,30.74002500,-88.08756389
1.0000,97.0000,30.74078056,-88.10767500
1.0000,97.0000,30.74308611,-88.09762778
1.0000,97.0000,30.74812222,-88.11309444
1.0000,97.0000,30.74913056,-88.14899444
1.0000,97.0000,30.74920556,-88.16107222
1.0000,97.0000,30.75318611,-88.20054722
1.0000,3.0000,30.76195000,-87.88877222
1.0000,97.0000,30.76986667,-88.23438056
1.0000,97.0000,30.77573611,-88.24546111
1.0000,97.0000,30.78465833,-88.19760556
1.0000,97.0000,30.78685556,-88.28505000
1.0000,97.0000,30.78716111,-88.30179722
1.0000,97.0000,30.78945556,-88.15284722
1.0000,3.0000,30.79250000,-87.84150000
1.0000,97.0000,30.80693611,-88.10386667
1.0000,97.0000,30.81766389,-88.09811944
1.0000,3.0000,30.82483333,-87.84170000
1.0000,97.0000,30.82680833,-88.07712222
1.0000,97.0000,30.83373611,-88.38882500
1.0000,97.0000,30.83550556,-88.20606389
1.0000,3.0000,30.85447222,-87.84277778
1.0000,97.0000,30.85530000,-88.33558333
1.0000,97.0000,30.86235556,-88.41690000
1.0000,97.0000,30.87869167,-88.04385556
1.0000,3.0000,30.92201944,-87.70198611
1.0000,3.0000,30.92656111,-87.93953611
1.0000,97.0000,30.93189722,-88.12472500
1.0000,3.0000,30.94232500,-87.88328056
1.0000,3.0000,30.94988333,-87.85511389
1.0000,97.0000,30.95018056,-88.22548333
1.0000,3.0000,30.96146667,-87.77527778
1.0000,97.0000,30.96374444,-88.23639444
1.0000,97.0000,30.96538889,-88.28708333
1.0000,97.0000,30.96855278,-88.06005833
1.0000,97.0000,30.98335278,-88.23864444
1.0000,69.0000,30.99973056,-85.40780000
1.0000,39.0000,31.00796944,-86.53438056
1.0000,53.0000,31.00906389,-87.56801389
1.0000,3.0000,31.01560278,-87.66178889
1.0000,97.0000,31.01784167,-88.21917500
1.0000,3.0000,31.01807500,-87.62375833
1.0000,69.0000,31.01953333,-85.11374444
1.0000,97.0000,31.02259167,-88.34885000
1.0000,97.0000,31.02680278,-88.02434444
1.0000,3.0000,31.03725278,-87.62706389
1.0000,53.0000,31.04212778,-87.61210000
1.0000,53.0000,31.04995556,-87.59500000
1.0000,61.0000,31.05159167,-85.85843889
1.0000,53.0000,31.05276944,-87.49272778
1.0000,53.0000,31.06044444,-87.15581389
1.0000,3.0000,31.06252778,-87.62500000
1.0000,53.0000,31.06293889,-87.56777778
1.0000,53.0000,31.06791111,-86.79056667
1.0000,61.0000,31.06892500,-85.93842500
1.0000,53.0000,31.07876389,-87.54142222
1.0000,61.0000,31.08400278,-86.04417500
1.0000,3.0000,31.08805833,-87.64185000
1.0000,23.0000,31.10533333,-88.22636111
1.0000,97.0000,31.10820278,-88.07407778
1.0000,61.0000,31.11020833,-85.84406667
1.0000,61.0000,31.11405000,-85.69689444
1.0000,61.0000,31.11843889,-86.03468611
1.0000,53.0000,31.12097778,-87.24678333
1.0000,97.0000,31.12730278,-88.09056111
1.0000,61.0000,31.13620000,-85.55703889
1.0000,53.0000,31.13811111,-87.36725000
1.0000,97.0000,31.13897500,-88.07920278
1.0000,69.0000,31.15632778,-85.32059444
1.0000,53.0000,31.15769722,-87.57303333
1.0000,53.0000,31.15836111,-87.37781389
1.0000,129.0000,31.17659167,-88.35833611
1.0000,53.0000,31.18904444,-87.10777500
1.0000,69.0000,31.18920000,-85.28873889
1.0000,69.0000,31.18962222,-85.40171944
1.0000,53.0000,31.19229444,-87.10927222
1.0000,53.0000,31.19829722,-87.60259722
1.0000,69.0000,31.21018889,-85.48049167
1.0000,31.0000,31.21531111,-85.88270000
