STATE,COUNTY,LATITUDE,LONGITUDE
1,95,34.3269,-86.4896
1,73,33.5209,-86.8477
1,51,32.4775,-86.3466
1,97,30.8148,-88.1719
1,101,32.3263,-86.321
1,81,32.6579,-85.343
1,97,30.7348,-88.0708
1,81,32.6346,-85.4773
1,73,33.5261,-86.8727
1,15,33.6268,-85.7036
1,49,34.2026,-85.9135
1,71,34.6201,-86.1452
1,97,30.6732,-88.0871
1,45,31.4312,-85.7491
1,73,33.492,-86.8321
1,63,33.1094,-87.9258
1,15,33.7842,-85.9232
1,61,31.162,-85.7364
1,3,30.5928,-87.7321
1,23,31.757,-88.1631
1,99,31.5449,-87.5133
1,47,32.2883,-86.9898
1,85,32.0458,-86.542
1,67,31.5567,-85.1838
1,13,31.9496,-86.517
1,101,32.2536,-86.1788
1,97,30.7599,-88.3106
1,73,33.6509,-86.8241
1,117,33.0862,-86.749
1,55,33.9165,-86.1034
1,117,33.0862,-86.749
1,127,33.8412,-87.3508
1,23,32.218,-88.0718
1,41,31.626,-86.4543
1,127,33.9817,-87.1814
1,77,34.9047,-87.6277
1,81,32.7324,-85.1912
1,15,33.6412,-86.0263
1,33,34.7602,-88.083
1,53,31.0039,-87.0384
1,57,33.7072,-87.7179
1,115,33.8018,-86.3976
1,77,34.8183,-87.3038
1,127,33.893,-87.1244
1,101,32.2669,-86.3551
1,51,32.6445,-86.1229
1,121,33.5595,-86.1627
1,3,31.0124,-87.6236
1,101,32.368,-86.3001
1,51,32.6689,-86.2533
1,43,34.2493,-86.9974
1,3,31.122,-87.8246
1,125,33.2578,-87.0772
1,13,31.5634,-86.7369
1,83,34.689,-86.9254
1,127,33.8761,-87.4691
1,131,31.9469,-87.1552
1,53,31.2278,-87.1793
1,125,33.3786,-87.7001
1,1,32.7029,-86.4905
1,31,31.3993,-85.9707
1,107,33.1629,-88.1702
1,63,32.8739,-87.9162
1,101,32.1038,-86.4049
1,31,31.4255,-86.0814
1,73,33.4581,-86.9503
1,103,34.5408,-86.6854
1,79,34.5379,-87.1591
1,97,30.7194,-88.4042
1,59,34.3242,-87.5797
1,73,33.5593,-86.6399
1,69,31.2142,-85.5969
1,13,31.823,-86.8299
1,95,34.495,-86.3875
1,43,34.1263,-86.6803
1,15,33.7681,-85.7698
1,55,33.9827,-86.0688
1,57,33.7633,-87.7963
1,39,31.069,-86.4024
1,45,31.3094,-85.523
1,99,31.4669,-87.3399
1,85,32.2047,-86.412
1,113,32.4905,-85.0299
1,73,33.6076,-86.9582
1,127,33.8384,-87.2546
1,73,33.5105,-86.814
1,3,30.3885,-87.6476
1,83,34.6558,-86.9505
1,97,30.65,-88.0748
1,125,33.2663,-87.5909
1,131,31.9008,-87.0865
1,43,34.0855,-86.975
1,113,32.5015,-85.0587
1,117,33.4817,-86.57
1,87,32.5122,-85.5904
1,65,32.772,-87.7577
1,109,31.7671,-85.9611
1,43,33.9057,-86.9408
1,97,30.635,-88.0991
1,43,34.0004,-86.9552
1,15,33.7129,-85.6819
1,125,33.241,-87.0907
1,113,32.1655,-85.2659
1,95,34.4943,-86.3472
1,79,34.4162,-87.1608
1,73,33.6189,-86.8149
1,81,32.5229,-85.2625
1,21,32.7493,-86.5031
1,15,33.8293,-85.911
1,123,32.9957,-85.9932
1,85,32.0212,-86.7643
1,83,34.9449,-87.1875
1,19,34.0119,-85.5664
1,125,33.2209,-87.5715
1,89,34.8191,-86.7492
1,73,33.5154,-86.8234
1,73,33.5531,-86.7209
1,51,32.5109,-86.0333
1,73,33.6429,-86.6145
1,19,34.1096,-85.5722
1,83,34.8064,-87.0539
1,103,34.3718,-86.9093
1,49,34.3151,-86.0794
1,97,30.8224,-88.2516
1,101,32.3663,-86.1472
1,91,32.4345,-87.7839
1,89,34.8957,-86.7468
1,125,33.0893,-87.6753
1,93,34.2478,-87.9576
1,51,32.6354,-86.281
1,17,32.7614,-85.1971
1,31,31.3694,-85.8418
1,1,32.6839,-86.5479
1,97,30.5074,-88.259
1,7,33.1597,-87.1531
1,73,33.4244,-86.957
1,97,30.8227,-88.2481
1,73,33.4117,-86.9363
1,51,32.4908,-86.3653
1,15,33.6053,-85.8191
1,99,31.3918,-87.3685
1,127,33.7886,-87.0905
1,111,33.4367,-85.5198
1,71,34.6385,-85.8113
1,103,34.4741,-87.0019
1,97,30.7393,-88.0944
1,73,33.596,-86.7605
1,73,33.4567,-87.1937
1,97,30.6855,-88.1449
1,63,32.5507,-87.8349
1,127,33.7791,-87.0828
1,83,34.9271,-87.0127
1,71,34.8248,-85.7858
1,103,34.6278,-87.0902
1,89,34.8596,-86.731
1,97,30.6473,-88.1296
1,97,30.6849,-88.058
1,53,31.1014,-86.9464
1,73,33.5614,-86.8279
1,73,33.5264,-86.8503
1,73,33.4888,-86.7932
1,73,33.3669,-86.8847
1,73,33.3837,-86.9896
1,73,33.3916,-87.0135
1,55,34.0122,-85.7682
1,65,32.8663,-87.4472
1,55,34.0506,-86.1117
1,55,34.0695,-85.7951
1,15,33.8565,-85.9038
1,73,33.3973,-86.7793
1,85,32.1857,-86.6866
1,51,32.5655,-86.1699
1,91,32.1263,-87.7144
1,121,33.4375,-86.2274
1,65,32.7305,-87.662
1,81,32.6132,-85.409
1,21,32.7995,-86.5795
1,59,34.4899,-87.673
1,97,30.6599,-88.0597
1,77,34.9857,-87.6472
1,101,32.3608,-86.1751
1,73,33.4246,-86.8855
1,97,30.6833,-88.0634
1,23,31.7731,-88.329
1,113,32.5022,-85.0485
1,87,32.3907,-85.908
1,93,34.2241,-87.663
1,21,32.8108,-86.708
1,51,32.5017,-86.392
1,15,33.66,-85.874
1,125,33.2347,-87.1445
1,23,31.9604,-88.378
1,129,31.5729,-88.2918
1,81,32.695,-85.1458
1,53,31.0042,-87.0271
1,21,32.7835,-86.5735
1,3,30.4021,-87.7714
1,73,33.5288,-87.1415
1,89,34.7063,-86.5887
1,83,34.7635,-86.9417
1,73,33.769,-87.0107
1,73,33.5753,-86.6911
1,89,34.9331,-86.7172
1,117,33.1899,-86.5996
1,21,32.9882,-86.8182
1,121,33.2872,-86.3638
1,37,32.8703,-86.1059
1,97,30.7518,-88.2257
1,133,34.1391,-87.5112
1,25,31.5682,-87.8638
1,131,32.2002,-87.4474
1,53,31.0234,-86.9828
1,97,30.9132,-88.2781
1,95,34.306,-86.2004
1,1,32.4831,-86.4167
1,107,33.2898,-87.8693
1,33,34.8838,-88.0304
1,9,33.9232,-86.472
1,89,34.8745,-86.5712
1,9,33.8627,-86.5553
1,123,33.0602,-86.0049
1,125,33.43,-87.753
1,95,34.2782,-86.3254
1,3,30.989,-87.7002
1,97,30.529,-88.3402
1,95,34.3076,-86.2945
1,121,33.5912,-86.1445
1,97,30.7507,-88.193
1,77,34.8465,-87.8017
1,113,32.4004,-85.0336
1,125,33.241,-87.5859
1,53,31.1817,-87.0951
1,87,32.4692,-85.5755
1,117,33.3799,-86.7478
1,121,33.1969,-86.2613
1,35,31.3406,-86.9934
1,21,32.9309,-86.6573
1,9,33.8267,-86.4603
1,81,32.5276,-85.2663
1,97,30.8289,-88.069
1,9,33.9292,-86.8121
1,3,30.3832,-87.7679
1,133,34.087,-87.5963
1,57,33.6398,-87.743
1,59,34.3657,-87.7121
1,73,33.4683,-86.8917
1,43,34.2294,-86.9097
1,97,30.7066,-88.2255
1,97,30.4396,-88.2637
1,15,33.653,-85.8756
1,109,31.6398,-85.8963
1,125,33.5846,-87.6119
1,101,32.3683,-86.3088
1,51,32.4885,-86.2102
1,127,33.8382,-87.2549
1,51,32.5499,-86.1933
1,125,33.242,-87.4095
1,125,33.1356,-87.4511
1,127,33.8068,-87.1408
1,97,30.4473,-88.1162
1,125,33.5091,-87.7333
1,117,33.0737,-86.5434
1,127,33.8879,-87.1607
1,95,34.1901,-86.2493
1,17,32.8384,-85.5158
1,17,32.8174,-85.1714
1,97,30.4994,-88.3348
1,101,32.3683,-86.3058
1,87,32.4909,-85.7873
1,19,34.248,-85.5988
1,59,34.4208,-87.6204
1,55,34.1154,-85.8629
1,55,34.0143,-85.9986
1,125,33.1478,-87.6375
1,43,34.2055,-86.7421
1,125,33.3544,-87.6118
1,43,34.2245,-86.6156
1,103,34.4801,-86.8217
1,103,34.607,-86.9799
1,65,32.9541,-87.6231
1,97,30.379,-88.1652
1,47,32.6503,-86.9354
1,81,32.5616,-85.123
1,97,30.7891,-88.2932
1,83,34.8744,-86.9804
1,81,32.5376,-85.5014
1,39,31.2164,-86.2829
1,51,32.6056,-86.1157
1,113,32.4899,-85.0307
1,121,33.4714,-86.0476
1,89,34.8835,-86.4236
1,89,34.8262,-86.7138
1,23,32.0959,-88.1741
1,99,31.4585,-87.5338
1,89,34.7433,-86.6743
1,81,32.5334,-85.5541
1,73,33.4005,-86.9639
1,95,34.2469,-86.2341
1,39,31.2348,-86.3216
1,87,32.4508,-85.5863
1,3,30.4146,-87.5186
1,55,34.0383,-86.1138
1,125,33.3024,-87.6003
1,43,34.1025,-86.7276
1,33,34.7178,-87.7917
1,45,31.3832,-85.6451
1,125,33.0347,-87.3415
1,3,30.4066,-87.7315
1,15,33.7992,-85.7571
1,3,30.4725,-87.8532
1,97,30.8078,-88.2524
1,101,32.4013,-86.2128
1,71,34.6196,-86.1343
1,101,32.1616,-86.2712
1,89,34.6473,-86.6731
1,31,31.3328,-85.8674
1,31,31.4093,-85.8026
1,101,32.1798,-86.0835
1,113,32.4881,-85.0104
1,103,34.4483,-86.8737
1,103,34.5837,-87.0238
1,3,31.1757,-87.7653
1,1,32.5162,-86.5955
1,93,34.2038,-87.9221
1,7,33.019,-87.1482
1,101,32.0134,-86.0301
1,97,31.1097,-88.0826
1,33,34.733,-87.8787
1,51,32.5773,-85.9706
1,99,31.3511,-87.6755
1,101,32.1485,-86.1068
1,97,30.8716,-88.3058
1,125,33.174,-87.4741
1,45,31.5671,-85.7575
1,99,31.6494,-87.4889
1,75,34.054,-88.1379
1,89,34.7584,-86.5925
1,123,32.961,-85.7571
1,127,33.7962,-87.0558
1,103,34.3993,-86.8215
1,73,33.4658,-86.7571
1,97,30.4336,-88.2548
1,119,32.6955,-88.3001
1,97,30.6627,-88.0883
1,105,32.5877,-87.2466
1,101,32.3918,-86.3258
1,113,32.4567,-85.077
1,127,33.8326,-86.9981
1,23,32.168,-88.1675
1,89,34.7928,-86.5773
1,35,31.4049,-87.0187
1,19,33.9733,-85.6166
1,93,34.0462,-87.9136
1,95,34.4761,-86.221
1,55,34.1348,-86.123
1,17,32.852,-85.5678
1,67,31.3851,-85.1279
1,11,32.1128,-85.7289
1,31,31.2164,-85.8419
1,15,33.8492,-85.9157
1,29,33.5381,-85.6385
1,45,31.2912,-85.7822
1,55,34.0084,-85.9939
1,95,34.2581,-86.2648
1,77,34.8087,-87.6384
