"","County","State","Fatalities.Percent","X","DIST_br","DIST_fu","DIST_ho","DIST_in","DIST_li","DIST_ma","DIST_hi","DIST_sc"
"1","BAKER COUNTY","Oregon",0.0324722982232128,2125,1537.21685525,109306.469806667,74784.828705,10900.3937613333,298847.577366667,213764.0862,152501.913266667,7761.978867
"2","BENTON COUNTY","Oregon",0.00708390047382569,2126,1207.43540725,9640.76161495,14444.1415147143,3291.15143783857,26597.0641671429,303998.1577,112869.269042857,3648.1923982
"3","CLACKAMAS COUNTY","Oregon",0.00825899720655749,2127,1934.00256544212,7975.93141695385,16851.8197975615,4594.97112715904,22215.9919209423,213871.363719231,20259.0106394231,2812.95561462692
"4","CLATSOP COUNTY","Oregon",0.0195695782625671,2128,1129.380086988,11581.2784143,19038.1523473,7235.103091926,62922.330383,161134.89092,103528.130619,4949.11943152
"5","COLUMBIA COUNTY","Oregon",0.015343539158745,2129,1431.74874230769,11524.7574715385,15820.3867714615,5562.60414846154,23548.2421283846,147543.576684615,53893.5684761539,3359.54347423077
"6","COOS COUNTY","Oregon",0.0183020884296348,2130,1290.67268681955,16277.8660761318,11173.0479287273,7616.35555463182,149483.594127273,457210.200672727,170135.864881818,3972.72997651818
"7","CROOK COUNTY","Oregon",0.0131026129490404,2131,1184.418911,10563.91608,12129.99247,10934.44719,166844.7497,266750.5883,160835.2004,10416.44983
"8","CURRY COUNTY","Oregon",0.0187800263666052,2132,1805.737268548,45348.854184,45147.530382,9229.85713664,122811.00068,440006.84597,51274.933728,13758.1740214
"9","DESCHUTES COUNTY","Oregon",0.0123331405017728,2133,3301.99767861222,15372.8266976333,18800.2253615926,10605.7908114148,156463.053644444,296132.290396296,166423.63392963,7177.08358711481
"10","DOUGLAS COUNTY","Oregon",0.0232454603394976,2134,1919.76847509375,16305.0406083719,22847.2132478812,4793.44450398844,104480.898480937,444042.149703125,175411.6797875,9403.34785330312
"11","GRANT COUNTY","Oregon",0.0331820524094242,2135,6069.464918,127579.8502,99686.2461966667,23428.1661633333,289196.313966667,190947.0622,175134.7541,12724.57936
"12","HARNEY COUNTY","Oregon",0.0516727687452555,2136,10858.09108325,159024.499,143381.640275,20483.373364,336420.3080875,297008.3532875,252197.487125,18570.331338125
"13","HOOD RIVER COUNTY","Oregon",0.0210437397667079,2137,421.518937428571,11565.9006676143,15362.6409041429,7104.39008165143,66210.55761,188230.224914286,72936.2885514286,6672.84453197143
"14","JACKSON COUNTY","Oregon",0.0122660794107087,2138,1069.50563472265,11474.1561603941,20538.0003584088,7018.70070532147,17836.6377308912,415070.357238235,115738.424480588,5017.85553235882
"15","JEFFERSON COUNTY","Oregon",0.0408174207377841,2139,1923.78034176,11333.8949602,10957.7200401,8819.39424689,143161.10566,233070.62445,124549.43314,6725.24897835
"16","JOSEPHINE COUNTY","Oregon",0.0213158593497775,2140,1045.7096214375,11739.9423820375,17437.9831743333,8186.52716959292,47680.6265325,444811.134725,94517.9305445833,6532.90451212917
