LONGITUDE,LATITUDE,,
-77.042372,38.804559,,
-77.042648,38.804275,,
-77.04279,35.10852,,
-77.04338,38.804726,,
-77.043471,38.805704,,
-77.0442,35.10846,,
-77.04427,35.10753,,
-77.04443,35.10825,,
-77.044675,38.71705556,,
-77.04486,35.10702,,
-77.044979,38.805909,,
-77.045824,38.806177,,
-77.04753333,38.80138611,,
-77.048364,38.890548,,
-77.04936667,38.794675,,
-77.05033,35.10669,,
-77.05182,35.54069,,
-77.05185556,38.779375,,
-77.05197222,38.78015833,,
-77.05379444,38.78131667,,
-77.05448,35.54187,,
-77.0547,35.54278,,
-77.05485,35.85521,,
-77.0552,35.54206,,
-77.05712,35.54295,,
-77.05764,35.10669,,
-77.058446,38.904065,,
-77.058446,38.904065,,
-77.05886,35.45657,,
-77.0594,35.54682,,
-77.05948,35.54405,,
-77.059935,38.904234,,
-77.06014,35.54436,,
-77.06024,35.546,,
-77.06044,35.54518,,
-77.062351,38.806683,,
-77.062939,38.904359,,
-77.063961,38.807259,,
-77.065001,38.807379,,
-77.068936,38.904915,,
-77.068936,38.904915,,
-77.068936,38.904915,,
-77.07229444,38.71076667,,
-77.07268,38.71163,,
-77.07303056,38.711125,,
-77.0732,38.7114,,
-77.07817222,38.78131944,,
-77.08274722,38.74848056,,
-77.08502778,38.83613889,,
-77.08578889,38.84425556,,
-77.08578889,38.84425556,,
-77.08578889,38.84425556,,
-77.08832778,38.71171111,,
-77.08840556,38.71203611,,
-77.08843889,38.71203611,,
-77.091244,38.956328,,
-77.09388889,38.8644,,
-77.09454,36.44263,,
-77.09542036,38.92835898,,
-77.09554,36.44258,,
-77.09951,36.44229,,
-77.10027,35.5125,,
-77.101069,38.919188,,
-77.10117,36.44253,,
-77.10121,36.44236,,
-77.10334,35.51332,,
-77.10372,36.44244,,
-77.112898,38.788922,,
-77.11663529,38.92947112,,
-77.11671978,38.92944399,,
-77.11737,34.68754,,
-77.11743,34.68759,,
-77.11749,34.68765,,
-77.11754,34.68769,,
-77.118903,38.782447,,
-77.11924167,38.80311667,,
-77.12138414,38.92580914,,
-77.12439,35.20829,,
-77.12489247,38.92373915,,
-77.12510705,38.92230765,,
-77.125472,38.934522,,
-77.125558,38.934168,,
-77.12596,38.93476,,
-77.12920547,38.92167745,,
-77.129675,38.854101,,
-77.136026,38.854226,,
-77.13641,38.31598,,
-77.143292,38.760408,,
-77.14480278,38.85899722,,
-77.147884,39.946496,,
-77.147978,38.78137,,
-77.15484738,38.94585068,,
-77.15519,34.70417,,
-77.157245,38.875879,,
-77.157894,38.875382,,
-77.157943,38.875374,,
-77.158602,38.874872,,
-77.160392,38.875384,,
-77.163401,38.877432,,
-77.165456,38.878468,,
-77.165976,38.878815,,
-77.16649,35.16871,,
-77.166821,38.879598,,
-77.166931,38.879443,,
-77.168068,38.8804,,
-77.17137,38.88227,,
-77.171799,38.881727,,
-77.17201352,38.8806605,,
-77.17227906,38.88073776,,
-77.17326075,38.8809904,,
-77.173735,38.885661,,
-77.17449993,38.88268581,,
-77.17455357,38.88283406,,
-77.174889,38.884584,,
-77.1754387,38.88085886,,
-77.17594,35.55505,,
-77.17673421,38.87970629,,
-77.177558,38.93426,,
-77.177571,38.890718,,
-77.178054,38.94123,,
-77.17935,38.7343,,
-77.1804,36.28846,,
-77.184086,38.89167,,
-77.184395,38.891743,,
-77.184738,38.796223,,
-77.186165,38.812,,
-77.191084,38.170459,,
-77.193182,38.709085,,
-77.193182,38.709085,,
-77.19364,38.708968,,
-77.19364,38.708968,,
-77.20300913,38.86589696,,
-77.20314,35.92759,,
-77.20427,38.27655,,
-77.20428,38.27652,,
-77.20428,38.27649,,
-77.2059,38.7918,,
-77.208797,38.687559,,
-77.208797,38.687559,,
-77.208797,38.687559,,
-77.20921,37.46922,,
-77.20925331,37.46860809,,
-77.20925331,37.46860809,,
-77.210624,37.462697,,
-77.212983,37.474465,,
-77.213995,38.712656,,
-77.21635,36.32917,,
-77.21778056,38.79254167,,
-77.217783,38.792543,,
-77.221184,38.809667,,
-77.227908,38.868933,,
-77.229748,38.939738,,
-77.2302,38.1385,,
-77.232524,39.822529,,
-77.23736,34.88148,,
-77.23751667,38.83828333,,
-77.237626,38.670057,,
-77.24391667,38.66543333,,
-77.24391667,38.66543056,,
-77.24391667,38.66543056,,
-77.24391667,38.66543056,,
-77.24391667,38.66543056,,
-77.248269,38.591269,,
-77.249409,38.774801,,
-77.251981,38.706548,,
-77.2534,38.68176667,,
-77.2535,38.68183333,,
-77.254483,38.99642,,
-77.257479,38.699628,,
-77.25888333,38.68333333,,
-77.259169,38.901011,,
-77.2593,36.22047,,
-77.25933333,38.68305,,
-77.25946667,38.68346667,,
-77.25948,38.900669,,
-77.259531,38.650134,,
-77.259617,38.683336,,
-77.26,38.68361667,,
-77.26008333,38.68311667,,
-77.26013333,38.68285,,
-77.2611,38.6836,,
-77.26116667,38.68463333,,
-77.26151667,38.68373333,,
-77.26168333,38.68401667,,
-77.2621,38.6852,,
-77.26217778,38.68558611,,
-77.26218333,38.6855,,
-77.26219444,38.68558889,,
-77.262246,38.685644,,
-77.26251667,38.68566667,,
-77.26268333,38.68581667,,
-77.26531667,38.60266667,,
-77.265421,38.903232,,
-77.265751,38.903566,,
-77.266749,38.904046,,
-77.266878,38.90414,,
-77.26716757,37.52810658,,
-77.26716757,37.52810658,,
-77.26716757,37.52810658,,
-77.26905,38.84048333,,
-77.269126,38.90443,,
-77.27062225,37.53048894,,
-77.2715,38.7937,,
-77.2764,38.75515,,
-77.276775,37.316873,,
-77.276864,38.676789,,
-77.2769,37.315186,,
-77.276942,37.311049,,
-77.27709,35.03272,,
-77.277344,38.786738,,
-77.27786667,38.61895,,
-77.279621,38.864264,,
-77.28116667,38.67485,,
-77.28396667,38.62035,,
-77.285181,38.99724,,
-77.28650093,37.22128998,,
-77.28786,36.26915,,
-77.29041667,38.6087,,
-77.290626,38.610617,,
-77.29181667,38.64078333,,
-77.2926,38.60641667,,
-77.293432,38.607825,,
-77.2937,38.517679,,
-77.293968,38.969953,,
-77.294033,38.517377,,
-77.29431111,38.52184167,,
-77.295374,38.60816,,
-77.296227,38.516634,,
-77.29632,38.52162,,
-77.29853333,38.61945,,
-77.3005,38.84465,,
-77.3005,38.84465,,
-77.30188,34.83549,,
-77.302573,38.516693,,
-77.30466667,38.8459,,
-77.304815,38.932632,,
-77.30551243,37.40722141,,
-77.305614,38.523777,,
-77.30686667,38.84618333,,
-77.30695,38.65485,,
-77.306969,38.846121,,
-77.30703333,38.84536667,,
-77.30765,38.84633333,,
-77.30875,38.65518333,,
-77.309954,38.510632,,
-77.311006,38.513625,,
-77.31141667,38.65386667,,
-77.3124218,38.94323054,,
-77.31388889,38.62778333,,
-77.314417,38.997512,,
-77.31548333,38.65308333,,
-77.3161,38.3897,,
-77.318355,37.269767,,
-77.31924722,38.38166667,,
-77.31924722,38.38166667,,
-77.320089,38.383347,,
-77.32085,38.382267,,
-77.322807,37.432443,,
-77.323344,38.568825,,
-77.323345,38.568826,,
-77.3243,38.56628,,
-77.32435763,38.56628739,,
-77.3244,38.56638805,,
-77.32441664,38.566279,,
-77.326182,38.803905,,
-77.326903,38.802527,,
-77.327222,38.802592,,
-77.32866667,38.56763333,,
-77.32913333,38.56848333,,
-77.32968333,38.56858333,,
-77.33153,38.80046,,
-77.33518333,38.37675,,
-77.33585,38.54548333,,
-77.33601,35.29212,,
-77.3364,35.29229,,
-77.336897,38.995154,,
-77.337117,38.373717,,
-77.33721614,38.99543155,,
-77.33744722,38.60431667,,
-77.33825,38.84718333,,
-77.33907223,37.4725591,,
-77.3392,38.6013,,
-77.33983333,38.87603333,,
-77.340153,38.261172,,
-77.340767,38.543995,,
-77.341894,38.544238,,
-77.34236667,38.60968889,,
-77.34241667,38.54351667,,
-77.34298333,38.5434,,
-77.343063,38.544423,,
-77.344925,38.518275,,
-77.3458,34.72887,,
-77.34607,38.816334,,
-77.34611667,38.62127222,,
-77.347387,38.051335,,
-77.351255,38.679228,,
-77.351494,38.679335,,
-77.351641,38.678898,,
-77.35224,38.67994,,
-77.35247,38.63606,,
-77.35913333,38.52195,,
-77.35924,37.74711,,
-77.35956667,38.84818333,,
-77.35963,37.74807,,
-77.360157,39.008094,,
-77.360256,38.541155,,
-77.360364,38.541553,,
-77.360519,38.54089,,
-77.360739,38.541671,,
-77.360761,38.541918,,
-77.360959,38.541868,,
-77.36104,38.541864,,
-77.361066,38.541822,,
-77.361281,38.540647,,
-77.362188,38.553342,,
-77.362188,38.553342,,
-77.362963,38.691652,,
-77.362963,38.691652,,
-77.363824,38.691384,,
-77.36483,35.60448,,
-77.36503,38.63928,,
-77.367386,38.866649,,
-77.36981,37.79066,,
-77.370476,38.865448,,
-77.370476,38.865448,,
-77.370476,38.865448,,
-77.372903,38.862489,,
-77.37397,35.61125,,
-77.37442,35.61453,,
-77.37489,35.61281,,
-77.37501383,37.19374949,,
-77.375491,38.30084,,
-77.375491,38.30066,,
-77.38078333,38.38656667,,
-77.38096667,38.52693333,,
-77.38175,38.63376667,,
-77.38193333,38.63315,,
-77.38241673,37.1810397,,
-77.382897,38.869355,,
-77.38411,36.20853,,
-77.38454,36.20814,,
-77.385812,38.971154,,
-77.385947,38.970435,,
-77.385947,38.970435,,
-77.385947,38.970435,,
-77.391499,39.025752,,
-77.39288056,38.4754,,
-77.39288333,38.4754,,
-77.39485,38.47381667,,
-77.39869,36.03038,,
-77.40137,35.07849,,
-77.40222222,38.95805556,,
-77.40336667,38.46396667,,
-77.403853,39.019092,,
-77.403982,37.233425,,
-77.403982,37.233425,,
-77.4044,38.45196667,,
-77.40481,37.23314,,
-77.40498333,38.46496667,,
-77.40576,34.76763,,
-77.40888333,38.35668333,,
-77.41075,38.23719,,
-77.41241,37.27913,,
-77.41305292,38.93983631,,
-77.41311193,38.93991768,,
-77.41317362,38.93964438,,
-77.41345,36.04008,,
-77.41563,36.10601,,
-77.415757,37.519244,,
-77.41591483,38.94648902,,
-77.41623,35.47115,,
-77.41642,34.74835,,
-77.41653,36.14807,,
-77.41664,36.14797,,
-77.41755,35.47071,,
-77.41761,36.14704,,
-77.419184,38.072335,,
-77.41934,36.13917,,
-77.41934,37.53201,,
-77.41946,37.53196,,
-77.41975,37.85001,,
-77.41998,36.38986,,
-77.420536,38.889632,,
-77.420867,38.402727,,
-77.42115,38.27169,,
-77.422183,38.890878,,
-77.42299,37.53428,,
-77.423052,38.865632,,
-77.42338333,38.84276667,,
-77.42503,37.53533,,
-77.42529,37.53427,,
-77.425713,38.835738,,
-77.42623,38.25266,,
-77.42624,38.25263,,
-77.42624,38.25263,,
-77.42624,38.25263,,
-77.42624,38.25263,,
-77.42703,38.48433,,
-77.42775,37.53717,,
-77.428352,38.842593,,
-77.429645,37.54097,,
-77.430034,38.841216,,
-77.43119,37.53621,,
-77.431547,38.906822,,
-77.431855,39.060116,,
-77.432389,38.907503,,
-77.432848,37.538899,,
-77.433014,37.539214,,
-77.4331,37.559309,,
-77.433245,37.53932,,
-77.433486,37.539456,,
-77.433853,37.53973,,
-77.434057,37.539558,,
-77.434057,37.539558,,
