LONGITUDE,LATITUDE
-122.17989,47.28827
-122.17642,47.32465
-112.32121,33.61589
-85.27491,34.99404
-76.84719,39.05347
-76.95194,38.77107
-76.9733,38.96544
-76.92281,38.76019
-76.95193,38.97538
-76.84664,38.93652
-76.77302,38.98598
-113.95849,50.97956
-110.96828,32.17782
-80.25653,26.16692
-76.99838,38.97686
-122.97283,46.16576
-122.95777,46.15488
-90.27789,38.72183
-76.8621,39.0742
-76.72387,39.27275
-77.10229,38.92121
-77.03628,38.98334
-77.02195,39.29841
-77.0176,38.81841
-77.01725,38.82087
-77.08827,38.91552
-77.05623,38.92329
-77.04888,38.91902
-77.01202,38.91205
-77.00768,38.82895
-77.0526,38.9344
-76.80889,39.19584
-122.01099,47.85837
-121.98252,47.85325
-86.90867,33.46143
-76.74214,38.959
-76.87384,39.09777
-76.94725,38.89961
-92.07522,30.196
-76.93148,38.99879
-76.93785,38.9782
-110.25737,31.53279
-77.22385,39.14366
-84.25112,39.74973
-84.13798,39.76329
-84.13973,39.74543
-84.17632,39.76204
-84.22443,39.78164
-84.18926,39.78782
-76.92222,39.01028
-76.89217,39.04692
-76.94554,39.05635
-76.94721,39.05697
-76.95497,38.98258
-76.73234,39.25837
-76.7389,39.2636
-76.73672,39.29267
-76.46398,39.39374
-76.4719,39.32408
-76.98139,38.94072
-76.96646,38.70401
-77.0771,38.97002
-77.08944,39.05341
-81.53601,28.68632
-77.03198,38.88419
-77.03948,38.89317
-77.02236,38.87822
-77.01753,38.87381
-77.09089,38.9296
-77.04206,38.92735
-77.02656,38.98228
-77.02712,38.94955
-77.04094,38.98889
-76.96302,38.92692
-76.96101,38.9285
-76.95728,38.91987
-76.9555,38.91867
-76.99564,38.92558
-76.9869,38.91498
-76.98811,38.90843
-76.98285,38.91314
-76.94181,38.88319
-76.96255,38.87755
-76.9558,38.88604
-76.95013,38.87349
-76.94888,38.86461
-76.93949,38.88864
-76.93039,38.90342
-77.11859,38.82728
-77.10485,38.83302
-90.10589,29.93503
-76.96851,39.05791
-90.07319,29.9364
-90.07512,29.92773
-90.07813,29.92507
-90.12658,29.95022
-90.08151,29.93178
-76.9228,39.0393
-76.91862,39.0397
-76.94381,39.03406
-76.95755,38.8344
-77.28033,39.17917
-76.94532,39.03641
-77.02287,38.88264
-77.02286,38.88232
-76.98077,38.89293
-83.62418,41.7208
-83.66771,41.66204
-83.55489,41.653
-77.2083,39.15961
-77.2005,39.18018
-77.20168,39.1789
-83.62266,41.67738
-83.54414,41.67136
-83.57357,41.62631
-106.6969,35.24157
-106.69682,35.27458
-76.98623,38.52797
-76.94751,38.61851
-76.88674,38.61659
-77.13364,38.60222
-76.92581,38.63734
-77.03103,38.56966
-76.95874,38.64941
-77.03713,38.55615
-76.53617,38.68364
-76.84539,39.07148
-112.77868,49.70057
-77.04024,39.00151
-76.76229,39.37363
-76.58318,39.39059
-76.48606,39.40425
-76.66026,39.37332
-77.71828,39.66942
-77.71868,39.66229
-77.7351,39.65784
-77.72299,39.63311
-77.72314,39.63198
-77.6995,39.6378
-122.14893,47.60001
-76.85323,38.69727
-77.42807,39.21686
-76.75394,39.01266
-122.33487,47.29267
-83.614,41.72101
-77.21033,39.28426
-77.0479,38.90252
-77.00069,38.95941
-90.31427,38.76557
-76.88082,39.00584
-76.8707,38.99639
-76.86514,38.99545
-76.89781,39.00132
-76.90784,39.00477
-77.04614,39.07741
-75.58993,38.34791
-75.59511,38.34788
-75.59893,38.3422
-77.06977,39.15502
-76.92742,38.96085
-76.90523,38.97186
-77.04054,39.00599
-75.58937,38.36753
-77.08412,38.99992
-77.06521,38.93719
-76.87815,39.08757
-76.86268,39.10662
-93.64255,41.60038
-122.30257,47.40104
-122.30179,47.39792
-122.31318,47.36234
-122.31329,47.36422
-83.60907,41.72111
-77.00383,38.98075
-76.99217,38.97558
-76.99211,38.99342
-122.39064,47.53982
-122.35554,47.72469
-122.29751,47.5918
-122.32307,47.69801
-77.03733,39.17565
-76.61373,39.38325
-76.95162,38.96639
-77.08928,38.9551
-77.1976,39.30398
-76.48838,38.97563
-75.61009,38.31412
-77.57606,39.65862
-76.75027,38.82564
-76.99231,38.8032
-76.98161,38.97026
-76.84009,38.79022
-112.80527,49.68378
-112.79446,49.66213
-113.62932,53.65398
-77.21501,39.08817
-76.84806,39.08035
-76.55987,39.40507
-77.40632,39.40063
-77.37617,39.40399
-77.83467,39.64463
-77.80219,39.62717
-81.65709,41.48912
-112.16912,33.32352
-76.77139,38.66077
-77.01708,38.67296
-76.92846,38.79463
-76.85549,39.08082
-76.88707,38.83732
-76.87133,38.70069
-76.75969,38.8752
-76.95082,38.83763
-76.78999,38.77275
-76.87258,38.84723
-76.97743,38.82486
-76.92167,39.03618
-76.91741,38.96011
-77.00487,38.71893
-76.98704,38.96727
-76.78972,38.87449
-76.81538,38.75874
-76.90735,38.84298
-76.84257,38.9649
-76.98303,38.95638
-76.91268,38.76207
-76.79818,38.90895
-76.90955,39.05586
-76.86773,38.92273
-76.78156,38.88253
-76.91995,38.85167
-76.94989,38.72299
-76.93789,39.04205
-76.97171,38.97514
-76.97023,38.97546
-76.9665,38.83503
-76.84345,38.73413
-76.95053,38.84768
-77.19263,39.1506
-76.97697,38.79662
-76.97891,38.80117
-76.9673,38.80484
-76.89715,38.88246
-76.76828,38.82431
-76.83733,38.91456
-76.79574,38.90723
-113.60091,53.61661
-113.61533,53.5655
-113.57797,53.51601
-113.63466,53.5413
-113.60061,53.53161
-113.55805,53.54305
-113.59033,53.52968
-113.55133,53.54621
-76.91425,38.88626
-76.82293,38.88975
-77.28075,39.18128
-76.90214,38.86058
-77.19275,39.1469
-113.41789,53.58254
-113.45946,53.58255
-113.44298,53.59407
-113.46192,53.60693
-113.52887,53.58498
-113.5084,53.55477
-113.47287,53.5528
-113.43204,53.54933
-113.41862,53.54445
-113.46283,53.51803
-113.62326,53.51218
-76.50104,38.95831
-122.97571,46.71361
-122.97692,46.72396
-113.43404,53.54119
-113.4928,53.42434
-113.50433,53.52314
-113.4182,53.39952
-113.54632,53.63847
-113.59956,53.44363
-113.49467,53.50304
-113.57154,53.49918
-113.49774,53.51107
-76.85569,39.10384
-76.88377,38.87194
-77.19474,39.0772
-81.58668,41.53343
-84.53751,39.42782
-113.75095,52.24937
-113.80814,52.29527
-113.82068,52.29898
-84.17195,39.78725
-77.04031,39.00547
-90.38496,38.71217
-77.16947,39.08577
-77.17301,39.08902
-77.16475,39.09457
-77.16032,39.09452
-122.35546,47.32234
-122.35234,47.32244
-76.96217,38.94621
-111.7927,33.40809
-111.85132,33.42229
-111.77303,33.43729
-111.68226,33.43695
-111.61541,33.39806
-111.61533,33.43098
-111.61884,33.36937
-111.87159,33.36412
-111.68615,33.36499
-111.77099,33.43816
-111.77129,33.39112
-111.82286,33.43074
-111.79361,33.39353
-80.1907,25.76621
-78.73283,39.67146
-78.80073,39.64033
-76.5057,38.95562
-76.52317,38.97181
-76.48878,38.97632
-76.93457,38.91172
-76.99218,38.88294
-76.98651,38.88085
-76.50378,38.99122
-76.50286,38.99197
-76.50283,38.99124
-76.50385,38.99201
-76.99451,38.89563
-76.48413,38.96985
-76.48365,38.97094
-77.00132,38.90021
-76.98077,38.88482
-76.48246,38.96967
-77.01424,38.89883
-76.97901,38.8933
-77.00253,38.87648
-77.05809,38.96107
-77.10019,38.92985
-77.06946,38.92588
-77.09751,38.95157
-77.10012,38.92316
-77.10504,38.93576
-77.11019,38.93374
-77.02529,38.92171
-77.01891,38.93311
-77.02971,38.95188
-77.01577,38.93931
-77.00799,38.92952
-77.03344,38.95322
-77.00666,38.96005
-77.00508,38.96218
-77.01313,38.96665
-77.03967,38.96314
-76.4911,38.95252
-76.48914,38.95169
-76.4897,38.95261
-76.49201,38.95438
-77.03079,38.91918
-76.97856,38.91931
-76.96515,38.93437
-76.9846,38.91006
-76.99734,38.9058
-76.99185,38.93743
-76.92225,38.89837
-76.93143,38.87825
-76.94776,38.90445
-76.96114,38.87538
-76.96937,38.91741
-76.96539,38.93671
-70.67289,46.1244
-76.95828,38.88256
-76.95541,38.86411
-76.95222,38.8595
-76.94289,38.87089
-76.92801,38.87836
-76.92221,38.88966
-76.91832,38.89987
-76.95131,38.87395
-76.94556,38.88094
-76.92944,38.90355
-76.94443,38.9017
-76.9706,38.86814
-77.00445,38.8451
-76.97441,38.86373
-76.98442,38.84574
-76.9756,38.84133
-76.99609,38.85588
-77.0064,38.85315
-77.00453,38.84002
-77.01661,38.8268
-76.96939,38.87623
-76.97836,38.87389
-76.44813,39.31944
-90.10596,29.97816
-76.90925,39.06779
-76.88928,39.10185
-90.07185,29.94984
-90.07554,29.93908
-90.08599,29.93098
-90.09143,29.92824
-90.06813,29.94902
-90.07487,30.0133
-90.09833,29.94602
-79.40116,43.81863
-90.10825,30.00283
-90.10332,29.9264
-89.96847,30.02288
-90.07872,29.93188
-90.05021,30.00168
-90.10535,29.98047
-90.10446,29.97985
-90.10694,29.97868
-90.10322,29.97206
-90.00301,30.02174
-89.9724,30.02264
-90.02759,29.9386
-90.04247,30.01638
-90.04943,29.94873
-76.48643,39.35635
-77.22025,39.02677
-77.39823,39.4382
-77.45371,39.40929
-77.40469,39.43316
-77.40296,39.43269
-77.41175,39.4481
-77.41008,39.42873
-77.41568,39.46885
-77.44866,39.41039
-87.7159,41.88097
-87.73486,41.97547
-87.61595,41.79379
-87.70288,41.77091
-87.70126,41.90698
-87.70199,41.86325
-87.72206,41.80313
-87.67976,41.82306
-87.62771,41.874
-87.70687,41.98309
-87.62211,41.72175
-87.71965,41.6913
-113.49494,53.48817
-77.16283,39.14413
-113.51695,53.48268
-113.50543,53.48166
-122.95931,46.12803
-122.94522,46.1301
-122.96224,46.13922
-111.80876,33.58967
-87.72036,41.74955
-87.66829,41.91245
-87.65783,41.95443
-87.71588,41.69136
-87.68551,41.8019
-87.76463,41.87287
-87.62819,41.89602
-87.68498,41.79385
-87.72438,41.79141
-87.63284,41.75742
-87.70334,41.87591
-87.69835,41.96129
-87.7875,41.9383
-87.7626,41.96809
-87.69083,41.94674
-87.72476,41.94017
-87.64685,41.68502
-87.64959,41.84118
-87.78519,41.95294
-87.66385,41.69122
-87.62022,41.89008
-87.72605,41.89406
-87.52835,41.69909
-87.74457,41.93888
-87.68352,41.85298
-87.76214,41.95517
-87.76095,41.92023
-87.77833,41.9238
-87.687,41.90241
-87.57845,41.75884
-87.7459,41.99107
-87.66937,41.92591
-87.6686,41.98888
-87.65757,41.79959
-87.74772,41.92519
-87.68292,41.75259
-87.66447,41.88485
-87.57546,41.72709
-87.68743,41.96318
-76.61252,39.40845
-76.70688,39.37608
-76.41235,39.37227
-76.70323,39.40004
-76.7695,39.27207
-76.72025,39.2862
-76.65936,39.25164
-76.77845,39.37107
-76.82139,39.38697
-76.45683,39.32264
-76.64719,39.41386
-111.83617,33.74166
-111.85831,33.74488
-76.48994,39.26483
-76.59767,39.37679
-76.78952,39.42712
-76.73549,39.29778
-76.53344,39.38471
-76.44955,39.34328
-76.73602,39.31494
-76.73072,39.33127
-76.53973,39.38765
-77.12418,39.09545
-77.41234,39.43393
-77.40767,39.43793
-73.89017,40.72932
-90.27061,38.72255
-113.44168,53.55955
-113.4615,53.56126
-113.44377,53.57028
-113.48378,53.53592
-113.48536,53.53012
-113.48552,53.58122
-113.4431,53.5341
-111.90859,33.5094
-76.90897,38.93052
-76.90751,38.92846
-113.21226,53.70902
-113.24621,53.69112
-113.22406,53.69761
-73.92805,40.61469
-73.93666,40.62239
-77.45655,39.38646
-113.23732,53.69549
-113.20961,53.70134
-113.2361,53.68617
-113.24352,53.68132
-113.18935,53.714
-113.22217,53.70503
-122.31507,47.82117
-111.80532,33.40791
-111.82288,33.42236
-111.83996,33.42237
-111.78761,33.45179
-111.73644,33.4155
-111.77099,33.42265
-111.68411,33.45163
-111.85912,33.36424
-111.85725,33.39309
-111.84,33.39335
-111.78836,33.379
-111.71932,33.39385
-111.82299,33.40778
-111.82294,33.39332
-111.68459,33.40845
-111.6848,33.39042
-111.68452,33.41566
-111.68471,33.39397
-111.80531,33.41521
-111.80544,33.39345
-111.75382,33.3937
-111.87455,33.40759
-111.8745,33.39305
-79.364,43.65455
-111.9254,33.63812
-111.92605,33.58242
-111.92617,33.48036
-119.06123,35.35418
-119.01895,35.35396
-119.09181,35.36196
-119.04341,35.33947
-119.03873,35.36864
-118.94978,35.39226
-119.03902,35.31768
-87.93937,42.37846
-118.40893,34.05969
-118.06386,33.87317
-118.0909,33.85842
-118.0996,33.85842
-122.16491,37.76268
-75.6772,45.3888
-121.963,37.5092
-121.951,37.512
-122.03246,37.57091
-121.99857,37.53634
-121.98837,37.54863
-73.75942,40.72107
-121.76182,38.54642
-121.74071,38.54198
-121.72655,38.54879
-121.69434,38.55045
-117.26907,32.98023
-117.26224,33.06757
-87.9447,41.7525
-118.26991,34.03534
-119.15974,34.2026
-118.35263,33.94544
-118.32645,33.9309
-118.34403,33.97116
-118.36687,33.97701
-118.32652,33.94184
-118.36135,33.94544
-118.34395,33.94545
-118.34723,33.96983
-118.34392,33.93471
-118.33982,33.94542
-118.32652,33.95997
-118.12527,33.80328
-118.16863,33.87465
-118.15242,33.77534
-93.29545,37.15997
-116.45811,33.81599
-73.76735,40.65626
-122.29096,37.54177
-122.28504,37.54617
-118.47214,34.41568
-118.55985,34.41318
-118.54077,34.37977
-118.56273,34.41975
-118.55757,34.43137
-118.53716,34.42716
-118.53142,34.43315
-117.27164,32.99186
-117.25903,32.99603
-121.33989,37.9849
-121.27822,37.97018
-121.31261,37.99133
-121.30944,38.02089
-121.29417,38.01088
-121.29071,38.00209
-87.72233,41.76408
-97.33941,32.75487
-121.92683,37.49209
-83.56695,41.63083
-83.56657,41.72158
-83.62371,41.70632
-83.62316,41.68972
-83.52353,41.64855
-83.53016,41.65496
-83.66474,41.59463
-74.2717,40.62832
-84.3547,39.51067
-74.22651,40.6455
-74.24694,40.62264
-97.28529,32.86092
-84.39221,39.51271
-84.34305,39.47383
-75.05459,40.04459
-75.01548,40.09487
-90.62149,38.79605
-90.57633,38.79144
-90.57204,38.79113
-97.23874,32.84018
-90.0757,29.9508
-84.24052,39.677
-118.3439,33.93097
-121.59436,39.14556
-121.59024,39.138
-121.59173,39.13786
-97.22118,32.80165
-97.21235,32.80907
-97.21223,32.82376
-122.3571,47.23896
-117.45383,33.94587
-117.44147,33.91406
-117.3485,33.96813
-117.46137,33.912
-117.29198,33.91676
-75.0465,40.05652
-75.03502,40.07456
-75.06953,40.03507
-74.98774,40.11407
-75.19818,39.93964
-75.17133,39.91683
-75.1254,40.02558
-80.5137,43.47112
-77.93965,34.20073
-77.94469,34.22422
-77.92757,34.22558
-77.92761,34.23707
-77.89013,34.24272
-76.59698,39.42443
-77.89119,34.17565
-77.92823,34.22642
-77.92629,34.22576
-77.94485,34.22544
-77.94214,34.22568
-77.92646,34.22694
-77.91213,34.22635
-80.36835,34.98594
-80.56737,35.01269
-80.56031,35.00749
-80.531,34.98813
-80.52357,34.97916
-80.51863,34.97403
-83.81147,39.89479
-122.00079,37.53343
-121.98294,37.52835
-122.02697,37.57688
-121.418,38.42354
-87.64771,41.8964
-73.96816,40.6373
-87.73138,41.95363
-113.626,53.643
-121.973,37.5407
-118.34411,34.09431
-118.34407,34.09069
-88.28706,42.09813
-88.20871,41.93571
-121.01249,37.68935
-79.47811,43.70864
-87.58532,41.73331
-122.40252,37.77604
-122.42194,37.78846
-122.39448,37.7873
-122.42305,37.78551
-122.39739,37.78255
-122.40188,37.77903
-87.68643,41.88117
-87.68163,41.70638
-87.86316,41.87233
-87.86382,41.88802
-87.86359,41.88203
-76.85896,39.22053
-122.87279,42.3412
-96.69977,32.96057
-96.73368,32.93892
-96.76805,32.9782
-111.97562,33.53105
-118.43821,33.99524
-118.39479,33.98347
-118.37433,34.03247
-118.38393,34.02973
-122.40852,37.77377
-122.40272,37.78327
-122.40495,37.78151
-122.41314,37.77499
-122.44827,37.80477
-122.41984,37.76666
-122.40648,37.78273
-122.41091,37.77919
-122.47178,37.77313
-122.47264,37.78632
-122.42048,37.78962
-122.41805,37.77752
-122.44714,37.80039
-122.41778,37.76842
-122.47513,37.73465
-118.38372,34.07718
-118.36595,34.0944
-118.36157,34.09447
-118.37661,34.08191
-118.36149,34.09083
-118.37641,34.09435
-77.03638,38.95254
-77.03644,38.92868
-77.03646,38.93497
-76.959,38.86193
-76.94915,38.89512
-77.05152,38.92354
-77.07336,38.96102
-77.0704,38.95606
-77.0281,38.89209
-77.03369,38.8921
-76.91338,38.8898
-76.93758,38.88989
-76.93805,38.88961
-77.00901,38.91078
-77.02801,38.96101
-77.01385,38.88755
-77.03341,38.96204
-77.009,38.9524
-77.00901,38.9002
-77.00803,38.94239
-77.00904,38.9548
-77.07157,38.9547
-76.97247,38.91734
-77.00906,38.90734
-77.01606,38.90501
-77.01475,38.90545
-76.96896,38.87279
-76.97066,38.87348
-76.99387,38.92198
-77.01215,38.91567
-76.96516,38.92519
-76.99783,38.86233
-76.98328,38.85329
-77.07025,38.90502
-77.08039,38.94969
-76.71724,38.90892
-75.5266,39.15667
-75.51367,39.1615
-75.52824,39.13272
-75.51704,39.16818
-75.5182,39.14318
