"","County","State","Fatalities.Count","X","DIST_br","DIST_fu","DIST_ho","DIST_in","DIST_li","DIST_ma","DIST_hi","DIST_sc"
"1","BAKER COUNTY","Oregon",5.11111111111111,2125,1537.21685525,109306.469806667,74784.828705,10900.3937613333,298847.577366667,213764.0862,152501.913266667,7761.978867
"2","BENTON COUNTY","Oregon",5.44444444444444,2126,1207.43540725,9640.76161495,14444.1415147143,3291.15143783857,26597.0641671429,303998.1577,112869.269042857,3648.1923982
"3","CLACKAMAS COUNTY","Oregon",30.6666666666667,2127,1934.00256544212,7975.93141695385,16851.8197975615,4594.97112715904,22215.9919209423,213871.363719231,20259.0106394231,2812.95561462692
"4","CLATSOP COUNTY","Oregon",7.11111111111111,2128,1129.380086988,11581.2784143,19038.1523473,7235.103091926,62922.330383,161134.89092,103528.130619,4949.11943152
"5","COLUMBIA COUNTY","Oregon",7.44444444444444,2129,1431.74874230769,11524.7574715385,15820.3867714615,5562.60414846154,23548.2421283846,147543.576684615,53893.5684761539,3359.54347423077
"6","COOS COUNTY","Oregon",11.4444444444444,2130,1290.67268681955,16277.8660761318,11173.0479287273,7616.35555463182,149483.594127273,457210.200672727,170135.864881818,3972.72997651818
"7","CROOK COUNTY","Oregon",2.88888888888889,2131,1184.418911,10563.91608,12129.99247,10934.44719,166844.7497,266750.5883,160835.2004,10416.44983
"8","CURRY COUNTY","Oregon",4.11111111111111,2132,1805.737268548,45348.854184,45147.530382,9229.85713664,122811.00068,440006.84597,51274.933728,13758.1740214
"9","DESCHUTES COUNTY","Oregon",18.2222222222222,2133,3301.99767861222,15372.8266976333,18800.2253615926,10605.7908114148,156463.053644444,296132.290396296,166423.63392963,7177.08358711481
"10","DOUGLAS COUNTY","Oregon",24,2134,1919.76847509375,16305.0406083719,22847.2132478812,4793.44450398844,104480.898480937,444042.149703125,175411.6797875,9403.34785330312
"11","GRANT COUNTY","Oregon",2.33333333333333,2135,6069.464918,127579.8502,99686.2461966667,23428.1661633333,289196.313966667,190947.0622,175134.7541,12724.57936
"12","HARNEY COUNTY","Oregon",3.55555555555556,2136,10858.09108325,159024.499,143381.640275,20483.373364,336420.3080875,297008.3532875,252197.487125,18570.331338125
"13","HOOD RIVER COUNTY","Oregon",4.44444444444444,2137,421.518937428571,11565.9006676143,15362.6409041429,7104.39008165143,66210.55761,188230.224914286,72936.2885514286,6672.84453197143
"14","JACKSON COUNTY","Oregon",23.8888888888889,2138,1069.50563472265,11474.1561603941,20538.0003584088,7018.70070532147,17836.6377308912,415070.357238235,115738.424480588,5017.85553235882
"15","JEFFERSON COUNTY","Oregon",8.22222222222222,2139,1923.78034176,11333.8949602,10957.7200401,8819.39424689,143161.10566,233070.62445,124549.43314,6725.24897835
"16","JOSEPHINE COUNTY","Oregon",17.1111111111111,2140,1045.7096214375,11739.9423820375,17437.9831743333,8186.52716959292,47680.6265325,444811.134725,94517.9305445833,6532.90451212917
"17","KLAMATH COUNTY","Oregon",17,2141,3901.46439165,30634.7437360625,91811.520725625,13920.188684625,100862.355500625,353479.8569625,64675.77986125,15689.0552397687
"18","LAKE COUNTY","Oregon",3.77777777777778,2142,5230.1450358,96520.6199857143,97801.9303057143,21598.8390294286,204176.140771429,333334.6751,136165.097057143,18399.6401285714
"19","LANE COUNTY","Oregon",38.1111111111111,2143,1360.87334240722,10420.6459185796,21949.7155470685,6479.54520541074,76303.7441042593,361107.369412963,156829.215640741,4469.9089783
"20","LINCOLN COUNTY","Oregon",7.88888888888889,2144,2150.762696257,12908.4103018,59529.214915,9965.327095848,72116.387969,307528.77714,140664.24662,7890.99218153
"21","LINN COUNTY","Oregon",20.7777777777778,2145,1606.081592272,10392.79232083,17541.56693915,4347.2699465505,25991.21841205,303964.34146,100708.587034,3403.695305285
"22","MALHEUR COUNTY","Oregon",7.33333333333333,2146,6245.9893523,65121.12467,45092.18117775,20800.007608275,399043.3813625,318467.2493625,226146.8344,11735.6697272375
"23","MARION COUNTY","Oregon",30.1111111111111,2147,1807.80734531,6373.46716511064,15134.4686787851,4666.46519786489,15693.479833834,251078.055568085,54567.1679534043,4059.81624823617
"24","MORROW COUNTY","Oregon",2.22222222222222,2148,2403.7890985,22999.0644655,22956.355941,5835.8074935,140850.395525,48803.23145,86304.8298575,2722.5281864
"25","MULTNOMAH COUNTY","Oregon",41.3333333333333,2149,989.770626851029,1431.09022286853,3847.37046761765,1327.75484651176,4162.04329325147,186624.447610294,9713.36336779265,938.039673092647
"26","POLK COUNTY","Oregon",10.1111111111111,2150,1338.07330985833,6290.66644158333,17600.46178025,5487.00888875,18746.5030526667,262764.927991667,78207.97616,5387.39695025
"27","SHERMAN COUNTY","Oregon",3.11111111111111,2151,3972.82202645714,46512.3611128571,38514.7416714286,11326.7117632857,135220.744328571,149811.5094,132840.441771429,11275.0580677143
"28","TILLAMOOK COUNTY","Oregon",7.44444444444444,2152,2038.96148905,16306.39117125,53930.65951875,9677.4262202125,72103.69752625,224668.31545,93753.94731875,7971.10296225
"29","UMATILLA COUNTY","Oregon",11.1111111111111,2153,1498.78249542773,15085.5165365909,14097.0295465455,5397.24969474545,160193.433327273,65460.0868968182,60668.3018155455,5854.81125716364
"30","UNION COUNTY","Oregon",3.77777777777778,2154,1797.2283372,62063.4704628571,21928.7443422857,7490.61977771429,213512.828942857,133384.051771429,78782.7558342857,12434.9193178571
"31","WALLOWA COUNTY","Oregon",1.33333333333333,2155,1486.011525,92523.73892,103020.8662,38191.9256,254478.3902,210556.432,60410.48506,5046.727075
"32","WASCO COUNTY","Oregon",6,2156,4172.80368855556,37714.6278811111,45433.4076677778,10611.9370894667,107871.798104444,212354.516733333,93780.4430411111,21289.4561664444
"33","WASHINGTON COUNTY","Oregon",24.7777777777778,2157,1156.12949716261,1967.39264982,5093.69394398261,1405.41676671261,8719.97959869565,191305.308734783,20373.9656072174,1375.87827914348
"34","WHEELER COUNTY","Oregon",1.11111111111111,2158,157.0282519,74796.9304,59563.140685,3153.591963,206215.393,197375.93615,191731.17355,4865.904927
"35","YAMHILL COUNTY","Oregon",10.5555555555556,2159,1164.71828418,4389.675704,10994.8601679,3367.422766491,14136.0476446,222175.86537,45188.810696,2171.30932861
